,YYYY,DrugReports,DrugCode_0,DrugCode_1,StateCode_0,StateCode_1,StateCode_2,CountyCode_0,CountyCode_1,CountyCode_2,CountyCode_3,CountyCode_4,CountyCode_5,CountyCode_6,CountyCode_7
4346,2011,484,1,0,0,0,1,0,0,1,0,1,1,0,0
4347,2012,279,1,0,0,0,1,0,0,1,0,1,1,0,0
4348,2013,196,1,0,0,0,1,0,0,1,0,1,1,0,0
4349,2014,111,1,0,0,0,1,0,0,1,0,1,1,0,0
4350,2015,167,1,0,0,0,1,0,0,1,0,1,1,0,0
4351,2016,136,1,0,0,0,1,0,0,1,0,1,1,0,0
4352,2017,113,1,0,0,0,1,0,0,1,0,1,1,0,0
4353,2010,7,0,0,0,1,0,0,0,1,0,1,1,0,0
4354,2011,9,0,0,0,1,0,0,0,1,0,1,1,0,0
4355,2012,7,0,0,0,1,0,0,0,1,0,1,1,0,0
4356,2013,4,0,0,0,1,0,0,0,1,0,1,1,0,0
4357,2014,7,0,0,0,1,0,0,0,1,0,1,1,0,0
4358,2015,40,0,0,0,1,0,0,0,1,0,1,1,0,0
4359,2016,25,0,0,0,1,0,0,0,1,0,1,1,0,0
4360,2017,53,0,0,0,1,0,0,0,1,0,1,1,0,0
4361,2010,57,0,1,0,1,0,0,0,1,0,1,1,0,0
4362,2011,58,0,1,0,1,0,0,0,1,0,1,1,0,0
4363,2012,99,0,1,0,1,0,0,0,1,0,1,1,0,0
4364,2013,69,0,1,0,1,0,0,0,1,0,1,1,0,0
4365,2014,46,0,1,0,1,0,0,0,1,0,1,1,0,0
4366,2015,31,0,1,0,1,0,0,0,1,0,1,1,0,0
4367,2016,15,0,1,0,1,0,0,0,1,0,1,1,0,0
4368,2017,20,0,1,0,1,0,0,0,1,0,1,1,0,0
4369,2010,88,1,0,0,1,0,0,0,1,0,1,1,0,0
4370,2011,79,1,0,0,1,0,0,0,1,0,1,1,0,0
4371,2012,75,1,0,0,1,0,0,0,1,0,1,1,0,0
4372,2013,167,1,0,0,1,0,0,0,1,0,1,1,0,0
4373,2014,191,1,0,0,1,0,0,0,1,0,1,1,0,0
4374,2015,234,1,0,0,1,0,0,0,1,0,1,1,0,0
4375,2016,180,1,0,0,1,0,0,0,1,0,1,1,0,0
4376,2017,171,1,0,0,1,0,0,0,1,0,1,1,0,0
4377,2010,4,0,0,0,1,1,0,0,1,0,1,1,0,0
4378,2011,5,0,0,0,1,1,0,0,1,0,1,1,0,0
4379,2012,7,0,0,0,1,1,0,0,1,0,1,1,0,0
4380,2013,3,0,0,0,1,1,0,0,1,0,1,1,0,0
4381,2014,4,0,0,0,1,1,0,0,1,0,1,1,0,0
4382,2015,4,0,0,0,1,1,0,0,1,0,1,1,0,0
4383,2016,6,0,0,0,1,1,0,0,1,0,1,1,0,0
4384,2017,18,0,0,0,1,1,0,0,1,0,1,1,0,0
4385,2010,22,0,1,0,1,1,0,0,1,0,1,1,0,0
4386,2011,45,0,1,0,1,1,0,0,1,0,1,1,0,0
4387,2012,58,0,1,0,1,1,0,0,1,0,1,1,0,0
4388,2013,35,0,1,0,1,1,0,0,1,0,1,1,0,0
4389,2014,38,0,1,0,1,1,0,0,1,0,1,1,0,0
4390,2015,68,0,1,0,1,1,0,0,1,0,1,1,0,0
4391,2016,33,0,1,0,1,1,0,0,1,0,1,1,0,0
4392,2017,105,0,1,0,1,1,0,0,1,0,1,1,0,0
4393,2011,1,1,0,0,1,1,0,0,1,0,1,1,0,0
4394,2012,8,1,0,0,1,1,0,0,1,0,1,1,0,0
4395,2013,3,1,0,0,1,1,0,0,1,0,1,1,0,0
4396,2014,10,1,0,0,1,1,0,0,1,0,1,1,0,0
4397,2015,8,1,0,0,1,1,0,0,1,0,1,1,0,0
4398,2016,4,1,0,0,1,1,0,0,1,0,1,1,0,0
4399,2017,20,1,0,0,1,1,0,0,1,0,1,1,0,0
4400,2010,1,0,1,1,0,0,0,0,1,0,1,1,0,0
4401,2011,12,0,1,1,0,0,0,0,1,0,1,1,0,0
4402,2012,4,0,1,1,0,0,0,0,1,0,1,1,0,0
4403,2013,80,0,1,1,0,0,0,0,1,0,1,1,0,0
4404,2014,2,0,1,1,0,0,0,0,1,0,1,1,0,0
4405,2015,8,0,1,1,0,0,0,0,1,0,1,1,0,0
4406,2016,2,0,1,1,0,0,0,0,1,0,1,1,0,0
4407,2010,12,1,0,1,0,0,0,0,1,0,1,1,0,0
4408,2011,9,1,0,1,0,0,0,0,1,0,1,1,0,0
4409,2013,9,1,0,1,0,0,0,0,1,0,1,1,0,0
4410,2010,10,0,0,0,0,0,0,0,1,0,1,1,0,1
4411,2011,13,0,0,0,0,0,0,0,1,0,1,1,0,1
4412,2012,6,0,0,0,0,0,0,0,1,0,1,1,0,1
4413,2013,1,0,0,0,0,0,0,0,1,0,1,1,0,1
4414,2014,8,0,0,0,0,0,0,0,1,0,1,1,0,1
4415,2015,2,0,0,0,0,0,0,0,1,0,1,1,0,1
4416,2016,5,0,0,0,0,0,0,0,1,0,1,1,0,1
4417,2017,18,0,0,0,0,0,0,0,1,0,1,1,0,1
4418,2010,48,0,1,0,0,0,0,0,1,0,1,1,0,1
4419,2011,106,0,1,0,0,0,0,0,1,0,1,1,0,1
4420,2012,97,0,1,0,0,0,0,0,1,0,1,1,0,1
4421,2013,43,0,1,0,0,0,0,0,1,0,1,1,0,1
4422,2014,62,0,1,0,0,0,0,0,1,0,1,1,0,1
4423,2015,43,0,1,0,0,0,0,0,1,0,1,1,0,1
4424,2016,30,0,1,0,0,0,0,0,1,0,1,1,0,1
4425,2017,27,0,1,0,0,0,0,0,1,0,1,1,0,1
4426,2011,2,1,0,0,0,0,0,0,1,0,1,1,0,1
4427,2012,4,1,0,0,0,0,0,0,1,0,1,1,0,1
4428,2013,26,1,0,0,0,0,0,0,1,0,1,1,0,1
4429,2014,33,1,0,0,0,0,0,0,1,0,1,1,0,1
4430,2015,29,1,0,0,0,0,0,0,1,0,1,1,0,1
4431,2016,32,1,0,0,0,0,0,0,1,0,1,1,0,1
4432,2017,30,1,0,0,0,0,0,0,1,0,1,1,0,1
4433,2011,3,0,0,0,0,1,0,0,1,0,1,1,0,1
4434,2014,2,0,0,0,0,1,0,0,1,0,1,1,0,1
4435,2015,117,0,0,0,0,1,0,0,1,0,1,1,0,1
4436,2016,428,0,0,0,0,1,0,0,1,0,1,1,0,1
4437,2017,590,0,0,0,0,1,0,0,1,0,1,1,0,1
4438,2010,23,0,1,0,0,1,0,0,1,0,1,1,0,1
4439,2011,20,0,1,0,0,1,0,0,1,0,1,1,0,1
4440,2012,23,0,1,0,0,1,0,0,1,0,1,1,0,1
4441,2013,23,0,1,0,0,1,0,0,1,0,1,1,0,1
4442,2014,32,0,1,0,0,1,0,0,1,0,1,1,0,1
4443,2015,134,0,1,0,0,1,0,0,1,0,1,1,0,1
4444,2016,206,0,1,0,0,1,0,0,1,0,1,1,0,1
4445,2017,129,0,1,0,0,1,0,0,1,0,1,1,0,1
4446,2010,14,1,0,0,0,1,0,0,1,0,1,1,0,1
4447,2011,21,1,0,0,0,1,0,0,1,0,1,1,0,1
4448,2012,11,1,0,0,0,1,0,0,1,0,1,1,0,1
4449,2013,31,1,0,0,0,1,0,0,1,0,1,1,0,1
4450,2014,42,1,0,0,0,1,0,0,1,0,1,1,0,1
4451,2015,476,1,0,0,0,1,0,0,1,0,1,1,0,1
4452,2016,467,1,0,0,0,1,0,0,1,0,1,1,0,1
4453,2017,353,1,0,0,0,1,0,0,1,0,1,1,0,1
4454,2010,1,0,0,0,1,0,0,0,1,0,1,1,0,1
4455,2013,1,0,0,0,1,0,0,0,1,0,1,1,0,1
4456,2016,2,0,0,0,1,0,0,0,1,0,1,1,0,1
4457,2017,5,0,0,0,1,0,0,0,1,0,1,1,0,1
4458,2011,1,0,1,0,1,0,0,0,1,0,1,1,0,1
4459,2012,4,0,1,0,1,0,0,0,1,0,1,1,0,1
4460,2013,9,0,1,0,1,0,0,0,1,0,1,1,0,1
4461,2014,14,0,1,0,1,0,0,0,1,0,1,1,0,1
4462,2015,1,0,1,0,1,0,0,0,1,0,1,1,0,1
4463,2016,1,0,1,0,1,0,0,0,1,0,1,1,0,1
4464,2017,3,0,1,0,1,0,0,0,1,0,1,1,0,1
4465,2010,1,1,0,0,1,0,0,0,1,0,1,1,0,1
4466,2011,11,1,0,0,1,0,0,0,1,0,1,1,0,1
4467,2012,7,1,0,0,1,0,0,0,1,0,1,1,0,1
4468,2013,30,1,0,0,1,0,0,0,1,0,1,1,0,1
4469,2014,7,1,0,0,1,0,0,0,1,0,1,1,0,1
4470,2015,4,1,0,0,1,0,0,0,1,0,1,1,0,1
4471,2016,6,1,0,0,1,0,0,0,1,0,1,1,0,1
4472,2017,3,1,0,0,1,0,0,0,1,0,1,1,0,1
4473,2010,1,0,0,0,1,1,0,0,1,0,1,1,0,1
4474,2011,2,0,0,0,1,1,0,0,1,0,1,1,0,1
4475,2012,6,0,0,0,1,1,0,0,1,0,1,1,0,1
4476,2013,2,0,0,0,1,1,0,0,1,0,1,1,0,1
4477,2014,4,0,0,0,1,1,0,0,1,0,1,1,0,1
4478,2015,8,0,0,0,1,1,0,0,1,0,1,1,0,1
4479,2016,5,0,0,0,1,1,0,0,1,0,1,1,0,1
4480,2017,12,0,0,0,1,1,0,0,1,0,1,1,0,1
4481,2010,6,0,1,0,1,1,0,0,1,0,1,1,0,1
4482,2011,1,0,1,0,1,1,0,0,1,0,1,1,0,1
4483,2012,12,0,1,0,1,1,0,0,1,0,1,1,0,1
4484,2013,20,0,1,0,1,1,0,0,1,0,1,1,0,1
4485,2014,3,0,1,0,1,1,0,0,1,0,1,1,0,1
4486,2015,7,0,1,0,1,1,0,0,1,0,1,1,0,1
4487,2016,12,0,1,0,1,1,0,0,1,0,1,1,0,1
4488,2017,14,0,1,0,1,1,0,0,1,0,1,1,0,1
4489,2010,1,1,0,0,1,1,0,0,1,0,1,1,0,1
4490,2011,2,1,0,0,1,1,0,0,1,0,1,1,0,1
4491,2012,17,1,0,0,1,1,0,0,1,0,1,1,0,1
4492,2013,13,1,0,0,1,1,0,0,1,0,1,1,0,1
4493,2014,9,1,0,0,1,1,0,0,1,0,1,1,0,1
4494,2015,33,1,0,0,1,1,0,0,1,0,1,1,0,1
4495,2016,34,1,0,0,1,1,0,0,1,0,1,1,0,1
4496,2017,13,1,0,0,1,1,0,0,1,0,1,1,0,1
4497,2014,1,0,0,1,0,0,0,0,1,0,1,1,0,1
4498,2014,3,0,1,1,0,0,0,0,1,0,1,1,0,1
4499,2017,2,0,1,1,0,0,0,0,1,0,1,1,0,1
4500,2010,1,1,0,1,0,0,0,0,1,0,1,1,0,1
4501,2010,12,0,0,0,0,0,0,0,1,0,1,1,1,0
4502,2011,7,0,0,0,0,0,0,0,1,0,1,1,1,0
4503,2012,51,0,0,0,0,0,0,0,1,0,1,1,1,0
4504,2013,11,0,0,0,0,0,0,0,1,0,1,1,1,0
4505,2014,10,0,0,0,0,0,0,0,1,0,1,1,1,0
4506,2015,1,0,0,0,0,0,0,0,1,0,1,1,1,0
4507,2016,10,0,0,0,0,0,0,0,1,0,1,1,1,0
4508,2017,5,0,0,0,0,0,0,0,1,0,1,1,1,0
4509,2010,272,0,1,0,0,0,0,0,1,0,1,1,1,0
4510,2011,296,0,1,0,0,0,0,0,1,0,1,1,1,0
4511,2012,421,0,1,0,0,0,0,0,1,0,1,1,1,0
4512,2013,216,0,1,0,0,0,0,0,1,0,1,1,1,0
4513,2014,252,0,1,0,0,0,0,0,1,0,1,1,1,0
4514,2015,187,0,1,0,0,0,0,0,1,0,1,1,1,0
4515,2016,155,0,1,0,0,0,0,0,1,0,1,1,1,0
4516,2017,84,0,1,0,0,0,0,0,1,0,1,1,1,0
4517,2012,1,1,0,0,0,0,0,0,1,0,1,1,1,0
4518,2013,1,1,0,0,0,0,0,0,1,0,1,1,1,0
4519,2014,3,1,0,0,0,0,0,0,1,0,1,1,1,0
4520,2015,1,1,0,0,0,0,0,0,1,0,1,1,1,0
4521,2016,1,1,0,0,0,0,0,0,1,0,1,1,1,0
4522,2017,3,1,0,0,0,0,0,0,1,0,1,1,1,0
4523,2010,21,0,0,0,0,1,0,0,1,0,1,1,1,0
4524,2011,12,0,0,0,0,1,0,0,1,0,1,1,1,0
4525,2012,9,0,0,0,0,1,0,0,1,0,1,1,1,0
4526,2013,11,0,0,0,0,1,0,0,1,0,1,1,1,0
4527,2014,46,0,0,0,0,1,0,0,1,0,1,1,1,0
4528,2015,63,0,0,0,0,1,0,0,1,0,1,1,1,0
4529,2016,206,0,0,0,0,1,0,0,1,0,1,1,1,0
4530,2017,232,0,0,0,0,1,0,0,1,0,1,1,1,0
4531,2010,396,0,1,0,0,1,0,0,1,0,1,1,1,0
4532,2011,263,0,1,0,0,1,0,0,1,0,1,1,1,0
4533,2012,323,0,1,0,0,1,0,0,1,0,1,1,1,0
4534,2013,249,0,1,0,0,1,0,0,1,0,1,1,1,0
4535,2014,157,0,1,0,0,1,0,0,1,0,1,1,1,0
4536,2015,243,0,1,0,0,1,0,0,1,0,1,1,1,0
4537,2016,235,0,1,0,0,1,0,0,1,0,1,1,1,0
4538,2017,194,0,1,0,0,1,0,0,1,0,1,1,1,0
4539,2010,333,1,0,0,0,1,0,0,1,0,1,1,1,0
4540,2011,301,1,0,0,0,1,0,0,1,0,1,1,1,0
4541,2012,424,1,0,0,0,1,0,0,1,0,1,1,1,0
4542,2013,462,1,0,0,0,1,0,0,1,0,1,1,1,0
4543,2014,303,1,0,0,0,1,0,0,1,0,1,1,1,0
4544,2015,518,1,0,0,0,1,0,0,1,0,1,1,1,0
4545,2016,430,1,0,0,0,1,0,0,1,0,1,1,1,0
4546,2017,372,1,0,0,0,1,0,0,1,0,1,1,1,0
4547,2010,4,0,0,0,1,0,0,0,1,0,1,1,1,0
4548,2011,8,0,0,0,1,0,0,0,1,0,1,1,1,0
4549,2012,2,0,0,0,1,0,0,0,1,0,1,1,1,0
4550,2013,2,0,0,0,1,0,0,0,1,0,1,1,1,0
4551,2015,8,0,0,0,1,0,0,0,1,0,1,1,1,0
4552,2016,30,0,0,0,1,0,0,0,1,0,1,1,1,0
4553,2017,24,0,0,0,1,0,0,0,1,0,1,1,1,0
4554,2010,60,0,1,0,1,0,0,0,1,0,1,1,1,0
4555,2011,69,0,1,0,1,0,0,0,1,0,1,1,1,0
4556,2012,38,0,1,0,1,0,0,0,1,0,1,1,1,0
4557,2013,25,0,1,0,1,0,0,0,1,0,1,1,1,0
4558,2014,24,0,1,0,1,0,0,0,1,0,1,1,1,0
4559,2015,21,0,1,0,1,0,0,0,1,0,1,1,1,0
4560,2016,29,0,1,0,1,0,0,0,1,0,1,1,1,0
4561,2017,8,0,1,0,1,0,0,0,1,0,1,1,1,0
4562,2010,343,1,0,0,1,0,0,0,1,0,1,1,1,0
4563,2011,234,1,0,0,1,0,0,0,1,0,1,1,1,0
4564,2012,205,1,0,0,1,0,0,0,1,0,1,1,1,0
4565,2013,180,1,0,0,1,0,0,0,1,0,1,1,1,0
4566,2014,147,1,0,0,1,0,0,0,1,0,1,1,1,0
4567,2015,103,1,0,0,1,0,0,0,1,0,1,1,1,0
4568,2016,180,1,0,0,1,0,0,0,1,0,1,1,1,0
4569,2017,68,1,0,0,1,0,0,0,1,0,1,1,1,0
4570,2010,6,0,0,0,1,1,0,0,1,0,1,1,1,0
4571,2011,2,0,0,0,1,1,0,0,1,0,1,1,1,0
4572,2012,2,0,0,0,1,1,0,0,1,0,1,1,1,0
4573,2013,2,0,0,0,1,1,0,0,1,0,1,1,1,0
4574,2014,4,0,0,0,1,1,0,0,1,0,1,1,1,0
4575,2015,4,0,0,0,1,1,0,0,1,0,1,1,1,0
4576,2016,3,0,0,0,1,1,0,0,1,0,1,1,1,0
4577,2017,23,0,0,0,1,1,0,0,1,0,1,1,1,0
4578,2010,9,0,1,0,1,1,0,0,1,0,1,1,1,0
4579,2011,23,0,1,0,1,1,0,0,1,0,1,1,1,0
4580,2012,12,0,1,0,1,1,0,0,1,0,1,1,1,0
4581,2013,11,0,1,0,1,1,0,0,1,0,1,1,1,0
4582,2014,15,0,1,0,1,1,0,0,1,0,1,1,1,0
4583,2015,6,0,1,0,1,1,0,0,1,0,1,1,1,0
4584,2016,12,0,1,0,1,1,0,0,1,0,1,1,1,0
4585,2017,22,0,1,0,1,1,0,0,1,0,1,1,1,0
4586,2010,10,1,0,0,1,1,0,0,1,0,1,1,1,0
4587,2011,4,1,0,0,1,1,0,0,1,0,1,1,1,0
4588,2012,3,1,0,0,1,1,0,0,1,0,1,1,1,0
4589,2013,4,1,0,0,1,1,0,0,1,0,1,1,1,0
4590,2014,4,1,0,0,1,1,0,0,1,0,1,1,1,0
4591,2015,17,1,0,0,1,1,0,0,1,0,1,1,1,0
4592,2016,13,1,0,0,1,1,0,0,1,0,1,1,1,0
4593,2017,33,1,0,0,1,1,0,0,1,0,1,1,1,0
4594,2010,2,0,1,1,0,0,0,0,1,0,1,1,1,0
4595,2011,2,0,1,1,0,0,0,0,1,0,1,1,1,0
4596,2014,1,0,1,1,0,0,0,0,1,0,1,1,1,0
4597,2015,1,0,1,1,0,0,0,0,1,0,1,1,1,0
4598,2016,1,0,1,1,0,0,0,0,1,0,1,1,1,0
4599,2010,25,1,0,1,0,0,0,0,1,0,1,1,1,0
4600,2011,11,1,0,1,0,0,0,0,1,0,1,1,1,0
4601,2014,12,1,0,1,0,0,0,0,1,0,1,1,1,0
4602,2010,1,0,0,0,0,0,0,0,1,0,1,1,1,1
4603,2012,3,0,0,0,0,0,0,0,1,0,1,1,1,1
4604,2013,3,0,0,0,0,0,0,0,1,0,1,1,1,1
4605,2014,5,0,0,0,0,0,0,0,1,0,1,1,1,1
4606,2015,22,0,0,0,0,0,0,0,1,0,1,1,1,1
4607,2016,25,0,0,0,0,0,0,0,1,0,1,1,1,1
4608,2017,29,0,0,0,0,0,0,0,1,0,1,1,1,1
4609,2010,60,0,1,0,0,0,0,0,1,0,1,1,1,1
4610,2011,19,0,1,0,0,0,0,0,1,0,1,1,1,1
4611,2012,45,0,1,0,0,0,0,0,1,0,1,1,1,1
4612,2013,62,0,1,0,0,0,0,0,1,0,1,1,1,1
4613,2014,27,0,1,0,0,0,0,0,1,0,1,1,1,1
4614,2015,19,0,1,0,0,0,0,0,1,0,1,1,1,1
4615,2016,12,0,1,0,0,0,0,0,1,0,1,1,1,1
4616,2017,14,0,1,0,0,0,0,0,1,0,1,1,1,1
4617,2011,1,1,0,0,0,0,0,0,1,0,1,1,1,1
4618,2012,8,1,0,0,0,0,0,0,1,0,1,1,1,1
4619,2013,32,1,0,0,0,0,0,0,1,0,1,1,1,1
4620,2014,71,1,0,0,0,0,0,0,1,0,1,1,1,1
4621,2015,96,1,0,0,0,0,0,0,1,0,1,1,1,1
4622,2016,77,1,0,0,0,0,0,0,1,0,1,1,1,1
4623,2017,18,1,0,0,0,0,0,0,1,0,1,1,1,1
4624,2010,6,0,0,0,0,1,0,0,1,0,1,1,1,1
4625,2011,2,0,0,0,0,1,0,0,1,0,1,1,1,1
4626,2012,3,0,0,0,0,1,0,0,1,0,1,1,1,1
4627,2013,2,0,0,0,0,1,0,0,1,0,1,1,1,1
4628,2014,4,0,0,0,0,1,0,0,1,0,1,1,1,1
4629,2015,9,0,0,0,0,1,0,0,1,0,1,1,1,1
4630,2016,28,0,0,0,0,1,0,0,1,0,1,1,1,1
4631,2017,15,0,0,0,0,1,0,0,1,0,1,1,1,1
4632,2010,65,0,1,0,0,1,0,0,1,0,1,1,1,1
4633,2011,83,0,1,0,0,1,0,0,1,0,1,1,1,1
4634,2012,95,0,1,0,0,1,0,0,1,0,1,1,1,1
4635,2013,51,0,1,0,0,1,0,0,1,0,1,1,1,1
4636,2014,95,0,1,0,0,1,0,0,1,0,1,1,1,1
4637,2015,45,0,1,0,0,1,0,0,1,0,1,1,1,1
4638,2016,56,0,1,0,0,1,0,0,1,0,1,1,1,1
4639,2017,40,0,1,0,0,1,0,0,1,0,1,1,1,1
4640,2010,41,1,0,0,0,1,0,0,1,0,1,1,1,1
4641,2011,70,1,0,0,0,1,0,0,1,0,1,1,1,1
4642,2012,65,1,0,0,0,1,0,0,1,0,1,1,1,1
4643,2013,76,1,0,0,0,1,0,0,1,0,1,1,1,1
4644,2014,150,1,0,0,0,1,0,0,1,0,1,1,1,1
4645,2015,94,1,0,0,0,1,0,0,1,0,1,1,1,1
4646,2016,116,1,0,0,0,1,0,0,1,0,1,1,1,1
4647,2017,31,1,0,0,0,1,0,0,1,0,1,1,1,1
4648,2010,2,0,0,0,1,0,0,0,1,0,1,1,1,1
4649,2011,2,0,0,0,1,0,0,0,1,0,1,1,1,1
4650,2012,9,0,0,0,1,0,0,0,1,0,1,1,1,1
4651,2013,4,0,0,0,1,0,0,0,1,0,1,1,1,1
4652,2014,4,0,0,0,1,0,0,0,1,0,1,1,1,1
4653,2015,7,0,0,0,1,0,0,0,1,0,1,1,1,1
4654,2016,10,0,0,0,1,0,0,0,1,0,1,1,1,1
4655,2017,25,0,0,0,1,0,0,0,1,0,1,1,1,1
4656,2010,14,0,1,0,1,0,0,0,1,0,1,1,1,1
4657,2011,22,0,1,0,1,0,0,0,1,0,1,1,1,1
4658,2012,39,0,1,0,1,0,0,0,1,0,1,1,1,1
4659,2013,23,0,1,0,1,0,0,0,1,0,1,1,1,1
4660,2014,32,0,1,0,1,0,0,0,1,0,1,1,1,1
4661,2015,15,0,1,0,1,0,0,0,1,0,1,1,1,1
4662,2016,12,0,1,0,1,0,0,0,1,0,1,1,1,1
4663,2017,13,0,1,0,1,0,0,0,1,0,1,1,1,1
4664,2010,21,1,0,0,1,0,0,0,1,0,1,1,1,1
4665,2011,25,1,0,0,1,0,0,0,1,0,1,1,1,1
4666,2012,45,1,0,0,1,0,0,0,1,0,1,1,1,1
4667,2013,33,1,0,0,1,0,0,0,1,0,1,1,1,1
4668,2014,93,1,0,0,1,0,0,0,1,0,1,1,1,1
4669,2015,54,1,0,0,1,0,0,0,1,0,1,1,1,1
4670,2016,56,1,0,0,1,0,0,0,1,0,1,1,1,1
4671,2017,47,1,0,0,1,0,0,0,1,0,1,1,1,1
4672,2012,1,0,0,0,1,1,0,0,1,0,1,1,1,1
4673,2017,2,0,0,0,1,1,0,0,1,0,1,1,1,1
4674,2012,4,0,1,0,1,1,0,0,1,0,1,1,1,1
4675,2013,4,0,1,0,1,1,0,0,1,0,1,1,1,1
4676,2014,2,0,1,0,1,1,0,0,1,0,1,1,1,1
4677,2015,1,0,1,0,1,1,0,0,1,0,1,1,1,1
4678,2016,3,0,1,0,1,1,0,0,1,0,1,1,1,1
4679,2017,10,0,1,0,1,1,0,0,1,0,1,1,1,1
4680,2015,2,1,0,0,1,1,0,0,1,0,1,1,1,1
4681,2016,2,1,0,0,1,1,0,0,1,0,1,1,1,1
4682,2017,4,1,0,0,1,1,0,0,1,0,1,1,1,1
4683,2010,2,0,0,1,0,0,0,0,1,0,1,1,1,1
4684,2011,1,0,0,1,0,0,0,0,1,0,1,1,1,1
4685,2013,2,0,0,1,0,0,0,0,1,0,1,1,1,1
4686,2014,1,0,0,1,0,0,0,0,1,0,1,1,1,1
4687,2010,92,0,1,1,0,0,0,0,1,0,1,1,1,1
4688,2011,63,0,1,1,0,0,0,0,1,0,1,1,1,1
4689,2012,54,0,1,1,0,0,0,0,1,0,1,1,1,1
4690,2013,52,0,1,1,0,0,0,0,1,0,1,1,1,1
4691,2014,18,0,1,1,0,0,0,0,1,0,1,1,1,1
4692,2015,8,0,1,1,0,0,0,0,1,0,1,1,1,1
4693,2016,12,0,1,1,0,0,0,0,1,0,1,1,1,1
4694,2017,4,0,1,1,0,0,0,0,1,0,1,1,1,1
4695,2010,1,1,0,1,0,0,0,0,1,0,1,1,1,1
4696,2011,11,1,0,1,0,0,0,0,1,0,1,1,1,1
4697,2012,2,1,0,1,0,0,0,0,1,0,1,1,1,1
4698,2013,17,1,0,1,0,0,0,0,1,0,1,1,1,1
4699,2014,8,1,0,1,0,0,0,0,1,0,1,1,1,1
4700,2011,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4701,2012,2,0,0,0,0,0,0,0,1,1,0,0,0,0
4702,2014,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4703,2010,2,0,1,0,0,0,0,0,1,1,0,0,0,0
4704,2011,15,0,1,0,0,0,0,0,1,1,0,0,0,0
4705,2012,12,0,1,0,0,0,0,0,1,1,0,0,0,0
4706,2013,4,0,1,0,0,0,0,0,1,1,0,0,0,0
4707,2014,9,0,1,0,0,0,0,0,1,1,0,0,0,0
4708,2015,2,0,1,0,0,0,0,0,1,1,0,0,0,0
4709,2016,8,0,1,0,0,0,0,0,1,1,0,0,0,0
4710,2017,3,0,1,0,0,0,0,0,1,1,0,0,0,0
4711,2011,1,1,0,0,0,0,0,0,1,1,0,0,0,0
4712,2014,1,1,0,0,0,0,0,0,1,1,0,0,0,0
4713,2015,1,1,0,0,0,0,0,0,1,1,0,0,0,0
4714,2016,4,1,0,0,0,0,0,0,1,1,0,0,0,0
4715,2017,2,1,0,0,0,0,0,0,1,1,0,0,0,0
4716,2010,26,0,0,0,0,1,0,0,1,1,0,0,0,0
4717,2011,29,0,0,0,0,1,0,0,1,1,0,0,0,0
4718,2012,18,0,0,0,0,1,0,0,1,1,0,0,0,0
4719,2013,22,0,0,0,0,1,0,0,1,1,0,0,0,0
4720,2014,67,0,0,0,0,1,0,0,1,1,0,0,0,0
4721,2015,117,0,0,0,0,1,0,0,1,1,0,0,0,0
4722,2016,290,0,0,0,0,1,0,0,1,1,0,0,0,0
4723,2017,342,0,0,0,0,1,0,0,1,1,0,0,0,0
4724,2010,242,0,1,0,0,1,0,0,1,1,0,0,0,0
4725,2011,248,0,1,0,0,1,0,0,1,1,0,0,0,0
4726,2012,210,0,1,0,0,1,0,0,1,1,0,0,0,0
4727,2013,207,0,1,0,0,1,0,0,1,1,0,0,0,0
4728,2014,223,0,1,0,0,1,0,0,1,1,0,0,0,0
4729,2015,188,0,1,0,0,1,0,0,1,1,0,0,0,0
4730,2016,184,0,1,0,0,1,0,0,1,1,0,0,0,0
4731,2017,150,0,1,0,0,1,0,0,1,1,0,0,0,0
4732,2010,358,1,0,0,0,1,0,0,1,1,0,0,0,0
4733,2011,373,1,0,0,0,1,0,0,1,1,0,0,0,0
4734,2012,336,1,0,0,0,1,0,0,1,1,0,0,0,0
4735,2013,388,1,0,0,0,1,0,0,1,1,0,0,0,0
4736,2014,508,1,0,0,0,1,0,0,1,1,0,0,0,0
4737,2015,577,1,0,0,0,1,0,0,1,1,0,0,0,0
4738,2016,454,1,0,0,0,1,0,0,1,1,0,0,0,0
4739,2017,211,1,0,0,0,1,0,0,1,1,0,0,0,0
4740,2010,2,0,0,0,1,0,0,0,1,1,0,0,0,0
4741,2011,3,0,0,0,1,0,0,0,1,1,0,0,0,0
4742,2012,2,0,0,0,1,0,0,0,1,1,0,0,0,0
4743,2013,4,0,0,0,1,0,0,0,1,1,0,0,0,0
4744,2014,1,0,0,0,1,0,0,0,1,1,0,0,0,0
4745,2015,5,0,0,0,1,0,0,0,1,1,0,0,0,0
4746,2016,20,0,0,0,1,0,0,0,1,1,0,0,0,0
4747,2017,11,0,0,0,1,0,0,0,1,1,0,0,0,0
4748,2010,30,0,1,0,1,0,0,0,1,1,0,0,0,0
4749,2011,44,0,1,0,1,0,0,0,1,1,0,0,0,0
4750,2012,42,0,1,0,1,0,0,0,1,1,0,0,0,0
4751,2013,12,0,1,0,1,0,0,0,1,1,0,0,0,0
4752,2014,13,0,1,0,1,0,0,0,1,1,0,0,0,0
4753,2015,9,0,1,0,1,0,0,0,1,1,0,0,0,0
