0,1,2,HC_YEAR,target,modified_model,ori_model
1,42,13,2010,115,105.6,90.7
2,42,13,2010,103,104.6,92.4
0,42,13,2011,9,10.4,8.4
1,42,13,2011,72,75.6,77.8
2,42,13,2011,50,69.6,60.6
0,42,13,2012,6,6.5,4.6
1,42,13,2012,77,82.4,64.6
2,42,13,2012,137,155.4,102.2
0,42,13,2013,4,6.5,3.9
1,42,13,2013,39,55.9,45.4
2,42,13,2013,159,180.5,132.8
0,42,13,2014,24,15,22.1
1,42,13,2014,65,68.7,57.4
2,42,13,2014,310,212.4,232.2
0,42,13,2015,18,50.1,14.1
1,42,13,2015,93,73.1,79.7
2,42,13,2015,209,183.4,191.9
0,42,13,2016,55,44.8,49.7
1,42,13,2016,44,53.4,46.1
2,42,13,2016,152,139.4,157.7
0,42,15,2011,4,3.8,4.2
1,42,15,2011,37,31.1,38.3
2,42,15,2011,18,26.3,21.9
0,42,15,2012,4,3.8,3.7
1,42,15,2012,67,49.8,62.4
2,42,15,2012,27,38.2,26.9
0,42,15,2013,4,3.8,3.6
1,42,15,2013,63,51.7,54.8
2,42,15,2013,26,38.6,28.9
0,42,15,2014,3,3.2,4.7
1,42,15,2014,32,38,42.5
2,42,15,2014,53,71.9,40.6
0,42,15,2015,5,7.8,21.5
1,42,15,2015,12,33.3,13.8
2,42,15,2015,54,63,48.4
0,42,15,2016,23,21.8,18.4
1,42,15,2016,15,22.6,13.7
2,42,15,2016,61,51,54.2
0,42,17,2010,68,59.9,57.8
1,42,17,2010,735,646.3,705.6
2,42,17,2010,618,760.8,684.5
0,42,17,2011,62,54.7,51.7
1,42,17,2011,749,675.2,731.5
2,42,17,2011,821,867.9,765.7
0,42,17,2012,37,29,46.7
1,42,17,2012,502,355.6,667.1
2,42,17,2012,674,723.2,718.1
0,42,17,2013,3,8.9,28.9
1,42,17,2013,25,241.4,181.7
2,42,17,2013,119,382.1,589.7
0,42,17,2014,104,65,84.1
1,42,17,2014,466,389.2,539.3
2,42,17,2014,1640,1046,1335.8
0,42,17,2015,53,54,47.9
1,42,17,2015,139,149.8,298.7
2,42,17,2015,542,495.1,715
0,42,17,2016,8,23.3,36
1,42,17,2016,25,148.3,79.3
2,42,17,2016,76,169.2,169.2
0,42,19,2010,1,1.8,1.6
1,42,19,2010,31,28.9,29.6
2,42,19,2010,49,63.9,50.6
0,42,19,2011,4,3.4,3.4
1,42,19,2011,37,33.1,33.7
2,42,19,2011,80,76.3,63.2
0,42,19,2012,1,7.2,1.9
1,42,19,2012,14,14.7,15.6
2,42,19,2012,70,83,76.1
0,42,19,2013,1,4.1,1
1,42,19,2013,13,13.9,12.8
2,42,19,2013,115,114.8,115
0,42,19,2014,11,12.3,9.5
1,42,19,2014,21,20.2,16.3
2,42,19,2014,158,141.4,132.5
0,42,19,2015,16,30.2,16.6
1,42,19,2015,13,13.7,11.5
2,42,19,2015,155,153.5,142.5
0,42,19,2016,40,47.9,32.4
1,42,19,2016,12,26.6,11.9
2,42,19,2016,140,151.3,128.6
0,42,21,2010,14,11.7,9.7
1,42,21,2010,83,93.5,88.3
2,42,21,2010,57,69.5,124.9
0,42,21,2011,7,8.2,5.4
1,42,21,2011,120,108.7,113.1
2,42,21,2011,74,74.9,135.1
0,42,21,2012,5,6,4.2
1,42,21,2012,81,89.2,97.5
2,42,21,2012,110,130.4,156.7
0,42,21,2013,9,9.4,6.3
1,42,21,2013,90,109.6,91.9
2,42,21,2013,287,303.4,231.1
0,42,21,2014,12,11.8,16.4
1,42,21,2014,79,72.7,79.6
2,42,21,2014,356,342,332.5
0,42,21,2015,38,40.1,35.4
1,42,21,2015,52,56.7,88.9
2,42,21,2015,367,371.8,334.7
0,42,21,2016,75,70,40.2
1,42,21,2016,47,55.1,86.4
2,42,21,2016,345,335,325.9
0,42,23,2013,1,1.5,1.4
1,42,23,2013,16,12,11.4
0,42,25,2010,4,3.8,5.7
1,42,25,2010,11,26.6,18.2
2,42,25,2010,20,33.4,25.4
0,42,25,2011,5,4.3,4.1
1,42,25,2011,32,32.2,27.7
2,42,25,2011,33,32,27.9
0,42,25,2012,2,2,2.5
1,42,25,2012,24,25.9,23.6
2,42,25,2012,34,36.7,32.7
0,42,25,2013,1,2.2,2.5
1,42,25,2013,25,21.7,25
2,42,25,2013,51,49.7,55.6
0,42,25,2014,3,3,7.4
1,42,25,2014,20,25.7,19.9
2,42,25,2014,72,93.2,69.9
0,42,25,2015,12,10.7,8
1,42,25,2015,10,23.9,10.4
2,42,25,2015,74,90.2,73.6
0,42,25,2016,16,15.3,15.5
1,42,25,2016,11,24.6,10.4
2,42,25,2016,37,70.5,44.4
0,42,27,2010,2,2.4,2.9
1,42,27,2010,40,34.7,30.5
2,42,27,2010,23,19.6,25.4
0,42,27,2011,6,5.6,4
1,42,27,2011,46,46,33.5
2,42,27,2011,12,25.9,20
0,42,27,2012,1,2.5,3.1
1,42,27,2012,13,30.4,20.7
2,42,27,2012,56,49.5,41.9
0,42,27,2013,6,4.6,5.9
1,42,27,2013,21,23.5,18.9
2,42,27,2013,48,47.6,47.3
0,42,27,2015,13,11.7,7.4
1,42,27,2015,41,38,38.8
2,42,27,2015,50,47.9,48.2
0,42,27,2016,14,26.1,11.2
1,42,27,2016,46,43.5,44
2,42,27,2016,32,42.3,41
0,42,29,2010,9,10.1,8.4
1,42,29,2010,125,133.6,145.6
2,42,29,2010,95,89.6,121.5
0,42,29,2011,6,9.3,6.6
1,42,29,2011,165,155,165.6
2,42,29,2011,126,97.2,130.9
0,42,29,2012,17,16.2,14.4
1,42,29,2012,171,168.3,169.2
2,42,29,2012,155,166.7,168.9
0,42,29,2013,13,13.9,13
1,42,29,2013,151,154.9,158.4
2,42,29,2013,239,208.4,202
0,42,29,2014,25,21.1,24.4
1,42,29,2014,154,155.3,158.3
2,42,29,2014,289,256.8,267.6
0,42,29,2015,41,27.8,28
1,42,29,2015,170,162.4,154.8
2,42,29,2015,324,274.8,295.1
0,42,29,2016,61,56.3,38.2
1,42,29,2016,126,143.5,138.8
2,42,29,2016,269,251.7,265.6
0,42,31,2011,3,2.3,2.3
1,42,31,2011,35,30.1,24
2,42,31,2011,33,31.5,31.1
0,42,31,2012,2,2.1,2.2
1,42,31,2012,23,22,21.3
2,42,31,2012,14,17.3,22.8
0,42,31,2015,1,1.1,1.8
1,42,31,2015,11,12.1,11.2
2,42,31,2015,13,16,17.1
0,42,31,2016,2,2.4,3.7
1,42,31,2016,6,14.2,9.2
2,42,31,2016,11,19.1,13.5
0,42,33,2010,3,3.4,2.5
1,42,33,2010,40,33,28.8
2,42,33,2010,29,28.6,19.6
0,42,33,2012,5,4.8,4.6
1,42,33,2012,13,14.1,13.6
2,42,33,2012,8,13.4,13.5
0,42,33,2013,1,3.4,1.1
1,42,33,2013,17,39.2,15.9
2,42,33,2013,29,48.5,23.7
0,42,33,2014,2,3.8,1.8
1,42,33,2014,17,34,17.2
2,42,33,2014,18,17,19.4
0,42,33,2015,4,8.1,3.5
1,42,33,2015,22,35.5,16.7
2,42,33,2015,31,28.7,27.8
0,42,33,2016,1,11.1,3
1,42,33,2016,10,12.1,13.5
2,42,33,2016,21,28.6,21
0,42,35,2010,2,1.7,1.6
1,42,35,2010,3,2.8,3.9
2,42,35,2010,8,7,6.9
0,42,35,2011,1,2.6,1.5
1,42,35,2011,12,10.2,9.2
2,42,35,2011,2,6.4,5
0,42,35,2012,3,2.5,2.6
1,42,35,2012,4,9.7,6.4
2,42,35,2012,6,14.5,8.1
0,42,35,2013,1,1.2,1.5
1,42,35,2013,17,16.4,15.5
2,42,35,2013,24,23.1,25.1
0,42,35,2014,2,2.7,2.1
1,42,35,2014,22,23.8,20.5
2,42,35,2014,45,35.9,33.5
0,42,35,2015,1,3.3,1
1,42,35,2015,28,25.5,23.9
2,42,35,2015,26,24.7,30.4
0,42,35,2016,10,8.2,201.1
1,42,35,2016,25,24.8,23.4
2,42,35,2016,11,15.3,18.5
0,42,37,2010,1,1.4,6.3
1,42,37,2010,7,6.9,6.7
2,42,37,2010,29,31.2,31.2
0,42,37,2011,2,3,5
1,42,37,2011,6,9.4,9.5
2,42,37,2011,51,42.9,44.4
0,42,37,2012,2,3.4,2.9
1,42,37,2012,7,8.1,8.8
2,42,37,2012,60,64.3,53.1
0,42,37,2013,2,2.4,3.2
1,42,37,2013,10,9.8,10.1
2,42,37,2013,37,55.7,43
0,42,37,2014,6,4.6,5.7
1,42,37,2014,15,25.3,14
2,42,37,2014,102,88.5,64.2
0,42,37,2015,7,7.1,14.7
1,42,37,2015,11,16.1,10.2
2,42,37,2015,51,50.7,52.4
0,42,37,2016,11,14.9,19.5
1,42,37,2016,9,14.3,9.6
2,42,37,2016,56,51.3,48.5
0,42,39,2010,7,5.9,7.4
1,42,39,2010,46,36.8,41.2
2,42,39,2010,6,9.7,7.6
0,42,39,2011,6,6.1,7.1
1,42,39,2011,39,35.4,38.5
2,42,39,2011,8,14.1,9
0,42,39,2012,10,9.1,8.7
1,42,39,2012,55,42.5,42.1
2,42,39,2012,7,17.2,15
0,42,39,2013,8,6.7,6.8
1,42,39,2013,45,43.4,46
2,42,39,2013,21,19.2,26.9
0,42,39,2014,2,5.4,2
1,42,39,2014,34,40.5,40.9
2,42,39,2014,24,24,32.1
0,42,39,2015,5,8.3,8.3
1,42,39,2015,46,50,43.6
2,42,39,2015,67,54.6,54
0,42,39,2016,53,51.7,38.5
1,42,39,2016,56,54.1,53
2,42,39,2016,47,48.5,48.7
0,42,41,2010,1,1.4,2.5
1,42,41,2010,13,31.6,13.9
2,42,41,2010,32,34,30.2
0,42,41,2011,5,3.8,3.6
1,42,41,2011,11,32.7,13.8
2,42,41,2011,14,28,21.2
0,42,41,2012,1,2.9,3.6
1,42,41,2012,14,15.7,14.8
2,42,41,2012,19,102.6,23.4
0,42,41,2014,1,3.7,3.4
1,42,41,2014,17,31.4,11.7
2,42,41,2014,35,31.5,34
0,42,41,2015,3,3,2.6
1,42,41,2015,10,26.8,8.8
2,42,41,2015,39,37.8,32.9
0,42,41,2016,2,24.6,2.8
2,42,41,2016,12,17,15.8
0,42,43,2010,13,12.8,12.7
1,42,43,2010,90,90.3,100.6
2,42,43,2010,266,290.5,268.9
0,42,43,2011,13,13.6,14.2
1,42,43,2011,117,103.8,114.1
2,42,43,2011,205,229.4,238.4
0,42,43,2012,13,15.2,14.8
1,42,43,2012,88,85.7,99.6
2,42,43,2012,264,317,276.9
0,42,43,2013,22,17.1,18.5
1,42,43,2013,91,88,90.4
2,42,43,2013,358,348.6,339.2
0,42,43,2014,12,18.5,21.6
1,42,43,2014,91,83.8,91
2,42,43,2014,709,673.1,603.7
0,42,43,2015,45,61.5,32
1,42,43,2015,116,108.4,159.8
2,42,43,2015,705,649.4,705.8
0,42,43,2016,141,127.5,104.5
1,42,43,2016,65,84.7,120.1
2,42,43,2016,488,539.4,531.8
0,42,45,2010,45,36.3,43.3
1,42,45,2010,530,534.4,506.2
2,42,45,2010,344,519.7,390.8
0,42,45,2011,30,34.1,35.8
1,42,45,2011,597,578.4,576.9
2,42,45,2011,461,566.5,468
0,42,45,2012,28,33.5,32.4
1,42,45,2012,535,562.9,562.4
2,42,45,2012,539,647.9,546
0,42,45,2013,55,42.4,50.4
1,42,45,2013,628,621.5,608.9
2,42,45,2013,572,672.2,600.7
0,42,45,2014,63,63.8,62.2
1,42,45,2014,625,636.8,639.6
2,42,45,2014,765,714,703.8
0,42,45,2015,144,142.7,121.6
1,42,45,2015,633,628.9,722.8
2,42,45,2015,929,733.9,896.2
0,42,45,2016,250,243,141.8
1,42,45,2016,527,591.3,684.4
2,42,45,2016,847,742.9,863.4
0,42,47,2010,1,1.1,1.3
1,42,47,2010,21,18.5,19.5
2,42,47,2010,2,5.1,2.1
0,42,47,2013,2,1.7,1.8
1,42,47,2013,10,10.9,9.9
0,42,47,2014,1,2.1,2
1,42,47,2014,13,13.6,10.9
2,42,47,2014,13,14.4,14.4
0,42,47,2016,5,6.2,4.9
1,42,47,2016,4,7.7,7.5
2,42,47,2016,32,26.9,19.3
0,42,49,2010,4,5.2,5.5
1,42,49,2010,137,117.4,122.8
2,42,49,2010,62,83.2,88.1
0,42,49,2011,7,9.3,6.7
1,42,49,2011,126,113.9,121.5
2,42,49,2011,103,114.2,104.5
0,42,49,2012,12,12,9.4
1,42,49,2012,93,86.2,95
2,42,49,2012,159,152.3,159
0,42,49,2013,6,13.9,7.9
1,42,49,2013,81,81.4,82.3
2,42,49,2013,151,163,155
0,42,49,2014,18,25,13.8
1,42,49,2014,74,73.1,73.4
2,42,49,2014,230,207.6,199.6
0,42,49,2015,10,32.9,13.7
1,42,49,2015,58,71.6,61.4
2,42,49,2015,205,202.2,210
0,42,49,2016,54,73.4,39.3
1,42,49,2016,60,63.3,59.4
2,42,49,2016,181,195.7,190.7
0,42,51,2010,8,8.6,7.7
1,42,51,2010,119,112.5,126.2
2,42,51,2010,67,88.8,81.4
0,42,51,2011,10,9.6,8
1,42,51,2011,183,161.8,151.8
2,42,51,2011,115,123.2,95.8
0,42,51,2012,9,8.7,8.8
1,42,51,2012,125,132.4,120.7
2,42,51,2012,177,178.3,178.1
0,42,51,2013,5,6,5
1,42,51,2013,92,101.9,98.4
2,42,51,2013,188,192.5,184.7
0,42,51,2014,5,5.9,6.1
1,42,51,2014,125,125,125.4
2,42,51,2014,230,218.2,220.4
0,42,51,2015,33,36.8,27
1,42,51,2015,90,113.1,106.3
2,42,51,2015,218,220.7,213.1
0,42,51,2016,29,31.6,19.1
1,42,51,2016,107,107.4,113
2,42,51,2016,157,158,182.6
0,42,53,2011,1,2.1,1.8
1,42,53,2011,3,3.4,2
2,42,53,2011,5,6.9,5
0,42,55,2010,8,7.3,6
1,42,55,2010,63,62.5,67.6
2,42,55,2010,41,38.9,43.4
0,42,55,2011,9,7.5,8.1
1,42,55,2011,73,61.4,72.6
2,42,55,2011,26,26,37.4
0,42,55,2012,7,6.6,6.6
1,42,55,2012,79,78.8,74.5
2,42,55,2012,46,47.7,50.5
0,42,55,2013,6,7.2,5.3
1,42,55,2013,58,55.8,57.9
2,42,55,2013,67,62.4,65.1
0,42,55,2014,9,9.9,6.2
1,42,55,2014,42,45.7,50
2,42,55,2014,110,97.5,101.3
0,42,55,2015,11,29.1,10
1,42,55,2015,42,42,43.6
2,42,55,2015,109,102.4,101.1
0,42,55,2016,39,40.9,28.8
1,42,55,2016,55,55.1,55.5
2,42,55,2016,96,116.8,98.6
0,42,57,2010,1,1.9,1.5
1,42,57,2010,31,20.2,20.3
2,42,57,2010,2,2.5,2.6
0,42,57,2013,2,2,6.1
1,42,57,2013,8,6.8,6.1
2,42,57,2013,8,7.1,7.4
0,42,57,2015,1,1.4,2
1,42,57,2015,1,1.8,1.7
2,42,57,2015,2,3,3.7
0,42,59,2010,1,1.3,3.6
1,42,59,2010,13,13.6,15.5
2,42,59,2010,66,49.4,66
0,42,59,2013,1,1.3,1.1
1,42,59,2013,10,21.5,16.3
2,42,59,2013,47,38.3,32.5
0,42,59,2014,1,3.2,1.2
1,42,59,2014,30,24,28
2,42,59,2014,21,22.1,23.8
0,42,59,2015,5,3.8,7.6
1,42,59,2015,17,18.6,15.5
2,42,59,2015,23,22.5,22.5
0,42,59,2016,2,7.6,3.2
1,42,59,2016,23,26.4,17.7
2,42,59,2016,20,20.6,20
0,42,61,2011,2,2.3,5.3
1,42,61,2011,43,41.6,38.2
2,42,61,2011,34,30.2,31.1
0,42,61,2015,3,3.3,2.6
1,42,61,2015,14,19.4,18.5
2,42,61,2015,47,37.6,54
0,42,61,2016,5,4.7,4.4
1,42,61,2016,8,15.7,10.5
2,42,61,2016,20,28.6,31
0,42,63,2011,8,6.8,6
1,42,63,2011,63,55.5,51.8
2,42,63,2011,87,72.2,81.3
0,42,63,2012,2,3.6,2.5
1,42,63,2012,22,24.9,26.7
2,42,63,2012,47,48,50.8
0,42,63,2014,1,1.8,1.2
1,42,63,2014,3,6.3,6.6
2,42,63,2014,48,49.4,47
0,42,63,2015,7,25.9,6.8
1,42,63,2015,14,28,14.1
2,42,63,2015,72,63.2,60.9
0,42,63,2016,10,19.6,8.4
1,42,63,2016,17,15.4,15.1
2,42,63,2016,57,54.1,56.7
0,42,65,2010,1,1.7,2.7
1,42,65,2010,22,25.3,25.5
2,42,65,2010,47,60,44.8
0,42,65,2011,2,2.4,3.5
1,42,65,2011,44,34.8,33.1
2,42,65,2011,56,49.6,46
0,42,65,2012,6,4.8,3.7
1,42,65,2012,22,16.5,23.4
2,42,65,2012,36,48.8,36
0,42,65,2013,1,2.1,1.2
1,42,65,2013,8,14.5,8.3
2,42,65,2013,26,45.6,23
0,42,65,2014,3,2.6,1.9
1,42,65,2014,11,13.8,11.7
2,42,65,2014,30,49.9,27.4
0,42,65,2015,1,6.4,1.6
1,42,65,2015,3,7.5,4.5
2,42,65,2015,15,16.1,16.1
0,42,65,2016,1,2.1,2.1
1,42,65,2016,4,6,5.3
2,42,65,2016,12,12,16.1
0,42,67,2011,1,1.9,4.6
1,42,67,2011,4,7.1,8.4
2,42,67,2011,2,5.8,2.7
0,42,67,2012,1,1.3,4.2
1,42,67,2012,14,17.7,13.2
2,42,67,2012,18,18.8,14.8
0,42,67,2013,2,1.9,6.4
1,42,67,2013,3,6.1,3.9
2,42,67,2013,14,13,13.8
0,42,69,2010,7,9.3,6.4
1,42,69,2010,84,69.6,78.4
2,42,69,2010,394,332.6,373.4
0,42,69,2011,5,5.8,6
1,42,69,2011,81,95.9,77.8
2,42,69,2011,376,375.8,366.2
0,42,69,2013,4,4.6,3.1
1,42,69,2013,37,37,37.2
2,42,69,2013,280,313.2,314.7
0,42,69,2014,3,9,6.2
1,42,69,2014,34,95.4,35.3
2,42,69,2014,343,331.4,341.8
0,42,69,2015,22,22.8,14.2
1,42,69,2015,36,35.9,35.8
2,42,69,2015,363,345.3,356.7
0,42,69,2016,113,116.3,79.7
1,42,69,2016,37,40.8,36.8
2,42,69,2016,389,350.9,371.1
0,42,71,2010,5,6.5,5
1,42,71,2010,105,106.9,99.8
2,42,71,2010,273,272.4,310
0,42,71,2011,5,6.5,5.6
1,42,71,2011,100,106.4,98.3
2,42,71,2011,359,322.2,344.4
0,42,71,2012,5,9.1,6.5
1,42,71,2012,75,90.7,74
2,42,71,2012,375,353.9,369.6
0,42,71,2013,9,9.2,8.5
1,42,71,2013,63,95.9,68.1
2,42,71,2013,385,441,383
0,42,71,2014,10,22.1,8.4
1,42,71,2014,77,80,76.1
2,42,71,2014,372,452,389.9
0,42,71,2015,35,35.4,23.2
1,42,71,2015,68,69.8,70.7
2,42,71,2015,512,550.2,458.6
0,42,71,2016,94,59.4,43.8
1,42,71,2016,72,70.8,71.4
2,42,71,2016,557,466.6,509.1
0,42,73,2010,5,5.2,3.9
1,42,73,2010,88,55.7,89.2
2,42,73,2010,12,14.3,9.9
0,42,73,2011,4,4,4.5
1,42,73,2011,92,74.1,90.4
2,42,73,2011,8,13.6,8.9
0,42,73,2012,6,5.5,6
1,42,73,2012,53,51,66
2,42,73,2012,38,37.1,29
0,42,73,2013,7,6.4,6.8
1,42,73,2013,70,61.9,60.7
2,42,73,2013,98,81.5,92
0,42,73,2014,3,5,2.9
1,42,73,2014,67,69.5,58
2,42,73,2014,102,89.1,97.6
0,42,73,2015,6,20.8,4.9
1,42,73,2015,19,49.4,33.4
2,42,73,2015,74,105.6,68.1
0,42,73,2016,21,19.3,13.2
1,42,73,2016,10,19.2,11.8
2,42,73,2016,44,58.3,46.6
0,42,75,2010,1,6.1,1.9
1,42,75,2010,26,38.5,35.3
2,42,75,2010,41,42.9,43
0,42,75,2011,5,4.8,5.1
1,42,75,2011,57,99.5,50.8
2,42,75,2011,40,108,48
0,42,75,2012,6,9.6,6.2
1,42,75,2012,57,53.9,57
2,42,75,2012,78,98.7,81.3
0,42,75,2013,7,8.8,5.6
1,42,75,2013,57,59,61.2
2,42,75,2013,170,132.2,142.6
0,42,75,2014,23,18.3,22
1,42,75,2014,99,80.6,86.7
2,42,75,2014,236,235.2,246.4
0,42,75,2015,40,43,26.6
1,42,75,2015,60,105.5,101.1
2,42,75,2015,354,283,337.4
0,42,75,2016,70,52.2,33.8
1,42,75,2016,36,43.7,78.9
2,42,75,2016,306,250.2,313.4
0,42,77,2010,7,7,6.4
1,42,77,2010,54,54.6,53.3
2,42,77,2010,346,316.8,333.3
0,42,77,2011,7,7,6.3
1,42,77,2011,83,60,64.6
2,42,77,2011,350,341.7,334.5
0,42,77,2012,2,3.5,3.2
1,42,77,2012,49,45.9,42.8
2,42,77,2012,211,226.6,277.6
0,42,77,2013,5,8,5
1,42,77,2013,33,36.3,36.2
2,42,77,2013,268,231.1,253
0,42,77,2014,6,6.6,6.3
1,42,77,2014,25,31,28.2
2,42,77,2014,175,168.4,202.9
0,42,77,2015,18,20.7,11.8
1,42,77,2015,25,39.5,26.8
2,42,77,2015,142,135.1,153.6
0,42,77,2016,37,58.2,30.8
1,42,77,2016,43,55,35.8
2,42,77,2016,159,206.8,155.6
0,42,79,2010,10,10.5,9.1
1,42,79,2010,60,82.5,74.1
2,42,79,2010,382,382.2,409.9
0,42,79,2011,8,8.4,8
1,42,79,2011,94,87.1,91.1
2,42,79,2011,369,432.5,403.4
0,42,79,2012,8,9.5,8
1,42,79,2012,65,75.8,73.7
2,42,79,2012,435,577.3,440.4
0,42,79,2013,12,11,9.7
1,42,79,2013,95,89,82.9
2,42,79,2013,672,704.4,650.1
0,42,79,2014,53,41.1,37.4
1,42,79,2014,117,103.4,106.8
2,42,79,2014,978,911.7,881.1
0,42,79,2015,42,63.4,30.5
1,42,79,2015,89,94.8,100.6
2,42,79,2015,621,670.6,656.7
0,42,79,2016,277,207,195.4
1,42,79,2016,91,87.1,95.8
2,42,79,2016,658,724.7,646.9
0,42,81,2010,8,6.3,5.6
1,42,81,2010,29,37.5,28.1
2,42,81,2010,101,86,95.8
0,42,81,2011,5,4.7,4.9
1,42,81,2011,27,28.8,27.9
2,42,81,2011,88,79.6,89.3
0,42,81,2012,1,2.4,2.5
1,42,81,2012,22,26.3,25.4
2,42,81,2012,110,121.1,105.6
0,42,81,2013,3,3.5,2.8
1,42,81,2013,34,51.8,31.5
2,42,81,2013,224,163.5,165.9
0,42,81,2014,10,8.8,7.6
1,42,81,2014,33,32.2,31.6
2,42,81,2014,213,165.6,198.3
0,42,81,2015,11,19.5,7.1
1,42,81,2015,11,49.9,17.5
2,42,81,2015,191,162.5,205.4
0,42,81,2016,62,45.8,38
1,42,81,2016,39,77.6,33.2
2,42,81,2016,239,136.2,219.8
0,42,83,2010,8,6.5,5
1,42,83,2010,65,41.1,52.3
2,42,83,2010,3,15.4,2.8
0,42,83,2011,2,3.3,2.9
1,42,83,2011,25,30.1,37
2,42,83,2011,3,8.6,3
0,42,83,2012,1,1,2
1,42,83,2012,23,21,26.2
2,42,83,2012,1,11.8,1.2
0,42,83,2013,2,2.7,1.8
1,42,83,2013,31,27.5,29.3
2,42,83,2013,3,8.1,4.8
0,42,83,2014,3,3.1,3.9
1,42,83,2014,33,33.5,30.2
0,42,83,2015,14,12,10.9
1,42,83,2015,17,19.1,22.8
2,42,83,2015,16,13.3,11.2
0,42,83,2016,33,29.3,29.9
1,42,83,2016,22,19.2,21.1
2,42,83,2016,8,12.7,7.3
0,42,85,2010,2,3.6,3.5
1,42,85,2010,57,49.5,42.7
2,42,85,2010,10,25.9,18.8
0,42,85,2011,3,3.5,2.7
1,42,85,2011,52,52.4,47.4
2,42,85,2011,32,29.4,32
0,42,85,2012,5,4.4,4.8
1,42,85,2012,42,43,41.4
2,42,85,2012,50,51,45
0,42,85,2013,9,8.6,8.6
1,42,85,2013,33,39.4,33.3
2,42,85,2013,41,45.3,42.8
0,42,85,2014,8,7.7,7.3
1,42,85,2014,38,38.8,29.7
2,42,85,2014,75,68.2,56.5
0,42,85,2015,13,13.7,9.5
1,42,85,2015,25,31.2,36.8
2,42,85,2015,85,66.3,68.8
0,42,85,2016,14,19.2,110.1
1,42,85,2016,26,26.8,30
2,42,85,2016,41,40.5,60.5
0,42,87,2010,2,2.8,1.7
1,42,87,2010,19,19.5,21.8
2,42,87,2010,5,10.6,4.3
0,42,87,2011,1,1.4,1.7
1,42,87,2011,26,22.3,23.6
2,42,87,2011,5,9.5,5.6
0,42,87,2012,3,4.3,2.5
1,42,87,2012,22,19.1,20
2,42,87,2012,12,19.3,9.6
0,42,87,2013,3,3.5,2.5
1,42,87,2013,6,13.5,9.2
2,42,87,2013,12,15.4,14.7
0,42,87,2014,1,4.1,6.5
1,42,87,2014,11,11.7,11.7
2,42,87,2014,21,20.5,19.9
0,42,87,2015,3,4.3,13.4
1,42,87,2015,15,15,13
2,42,87,2015,17,17.2,17.6
0,42,87,2016,4,9.6,3.4
1,42,87,2016,18,22.7,14.5
2,42,87,2016,22,20.3,17.5
0,42,89,2010,7,8.9,8.8
1,42,89,2010,57,56.7,57.1
2,42,89,2010,88,113.7,82.7
0,42,89,2011,9,10.6,8.8
1,42,89,2011,58,62.2,57.3
2,42,89,2011,79,130.9,80
0,42,89,2012,7,6.9,7.6
1,42,89,2012,99,99,79.7
2,42,89,2012,75,102.8,75.4
0,42,89,2013,4,4.8,4.9
1,42,89,2013,69,62,53.3
2,42,89,2013,167,167.3,130.2
0,42,89,2014,7,9.9,12.4
1,42,89,2014,46,59.6,41.5
2,42,89,2014,191,173,172.6
0,42,89,2015,40,43,23.5
1,42,89,2015,31,51,35.5
2,42,89,2015,234,215.4,200.8
0,42,89,2016,25,35.3,12
1,42,89,2016,15,38.3,27.6
2,42,89,2016,180,201.3,182.4
0,42,91,2010,2,18.8,1.5
1,42,91,2010,21,62.6,33
2,42,91,2010,83,83,76.6
0,42,91,2011,3,2.8,2.7
1,42,91,2011,53,47,46.9
2,42,91,2011,59,70.4,67
0,42,91,2012,3,4.4,3.8
1,42,91,2012,31,31.3,36.7
2,42,91,2012,63,59.4,64.2
0,42,91,2013,7,5.7,4.2
1,42,91,2013,34,45.8,31.2
2,42,91,2013,54,56.2,45.6
0,42,91,2015,7,12,6
1,42,91,2015,25,41.9,21.6
2,42,91,2015,28,33.8,25.6
0,42,91,2016,9,40.1,6.4
1,42,91,2016,9,33.9,16.5
2,42,91,2016,70,249.4,42.4
0,42,93,2010,1,1.2,1.9
2,42,93,2010,1,2.1,2.4
0,42,93,2013,1,1.2,2.9
1,42,93,2013,9,9.9,9.7
2,42,93,2013,30,23,18.4
0,42,93,2016,2,3.9,3.7
1,42,93,2016,1,2.9,3.1
2,42,93,2016,6,9.4,6.1
0,42,95,2010,4,5.8,6.7
1,42,95,2010,60,61.8,58.5
2,42,95,2010,343,370.4,321.2
0,42,95,2011,8,7.6,5.6
1,42,95,2011,69,62.5,61.6
2,42,95,2011,234,185.3,299.4
0,42,95,2012,2,4,3.2
1,42,95,2012,38,36.7,36.8
2,42,95,2012,205,200.1,222.1
0,42,95,2013,2,3.7,2
1,42,95,2013,25,24.9,25.8
2,42,95,2013,180,173.4,172.6
0,42,95,2015,8,13.1,8.2
1,42,95,2015,21,32.4,21
2,42,95,2015,103,127.2,134.9
0,42,95,2016,30,43.1,22.4
1,42,95,2016,29,30.8,24.9
2,42,95,2016,180,154.5,158
0,42,97,2010,2,3.2,1.8
1,42,97,2010,14,20.6,14.8
2,42,97,2010,21,21.1,29.2
0,42,97,2011,2,2.9,2.7
1,42,97,2011,22,24,16.7
2,42,97,2011,25,26.2,29.4
0,42,97,2012,9,8.5,8.2
1,42,97,2012,39,38.5,29.7
2,42,97,2012,45,46.8,37.4
0,42,97,2013,4,6,5.9
1,42,97,2013,23,26.8,25.5
2,42,97,2013,33,31.9,43.5
0,42,97,2014,4,7.1,3.7
1,42,97,2014,32,38.6,28.4
