0,1,2,HC_YEAR,target
0,39,111,2011,1
1,39,111,2011,7
2,39,111,2011,6
0,39,111,2014,1
1,39,111,2014,32
2,39,111,2014,32
0,39,111,2015,2
1,39,111,2015,15
2,39,111,2015,17
0,39,111,2016,5
1,39,111,2016,18
2,39,111,2016,8
0,39,113,2010,65
1,39,113,2010,355
2,39,113,2010,1265
0,39,113,2011,69
1,39,113,2011,401
2,39,113,2011,1593
0,39,113,2012,44
1,39,113,2012,343
2,39,113,2012,1969
0,39,113,2013,67
1,39,113,2013,482
2,39,113,2013,2462
0,39,113,2014,387
1,39,113,2014,370
2,39,113,2014,2300
0,39,113,2015,392
1,39,113,2015,319
2,39,113,2015,2221
0,39,113,2016,1192
1,39,113,2016,411
2,39,113,2016,1504
0,39,115,2010,1
1,39,115,2010,33
2,39,115,2010,10
0,39,115,2011,2
1,39,115,2011,19
2,39,115,2011,6
0,39,115,2012,2
1,39,115,2012,2
2,39,115,2012,4
0,39,115,2015,1
1,39,115,2015,11
2,39,115,2015,1
0,39,117,2010,7
1,39,117,2010,27
2,39,117,2010,13
0,39,117,2011,7
1,39,117,2011,46
2,39,117,2011,13
0,39,117,2012,4
1,39,117,2012,57
2,39,117,2012,20
0,39,117,2013,1
1,39,117,2013,20
2,39,117,2013,23
0,39,117,2014,6
1,39,117,2014,33
2,39,117,2014,37
0,39,117,2015,6
1,39,117,2015,27
2,39,117,2015,33
0,39,117,2016,1
1,39,117,2016,28
2,39,117,2016,25
0,39,119,2010,1
1,39,119,2010,33
2,39,119,2010,1
0,39,119,2013,1
1,39,119,2013,45
2,39,119,2013,27
0,39,119,2014,4
1,39,119,2014,64
2,39,119,2014,73
0,39,119,2015,9
1,39,119,2015,66
2,39,119,2015,48
0,39,119,2016,20
1,39,119,2016,53
2,39,119,2016,45
0,39,121,2011,1
1,39,121,2011,22
0,39,121,2014,2
1,39,121,2014,2
2,39,121,2014,15
0,39,121,2016,1
1,39,121,2016,8
2,39,121,2016,5
0,39,123,2010,3
1,39,123,2010,18
2,39,123,2010,4
0,39,123,2011,1
1,39,123,2011,24
2,39,123,2011,19
0,39,123,2012,3
1,39,123,2012,42
2,39,123,2012,12
0,39,123,2014,2
1,39,123,2014,21
2,39,123,2014,27
0,39,123,2015,7
1,39,123,2015,13
2,39,123,2015,23
0,39,123,2016,15
1,39,123,2016,25
2,39,123,2016,50
0,39,125,2010,1
1,39,125,2010,1
2,39,125,2010,6
0,39,125,2014,1
1,39,125,2014,9
2,39,125,2014,4
0,39,125,2015,2
1,39,125,2015,6
2,39,125,2015,15
0,39,125,2016,3
1,39,125,2016,2
2,39,125,2016,9
0,39,127,2010,7
1,39,127,2010,27
2,39,127,2010,66
0,39,127,2011,2
1,39,127,2011,78
2,39,127,2011,23
0,39,127,2012,3
1,39,127,2012,22
2,39,127,2012,19
0,39,127,2013,1
1,39,127,2013,24
2,39,127,2013,14
0,39,127,2015,1
1,39,127,2015,74
2,39,127,2015,46
0,39,127,2016,3
1,39,127,2016,65
2,39,127,2016,27
0,39,129,2010,5
1,39,129,2010,124
2,39,129,2010,42
0,39,129,2011,6
1,39,129,2011,157
2,39,129,2011,45
0,39,129,2012,4
1,39,129,2012,135
2,39,129,2012,104
0,39,129,2013,5
1,39,129,2013,81
2,39,129,2013,151
0,39,129,2014,3
1,39,129,2014,90
2,39,129,2014,150
0,39,129,2015,6
1,39,129,2015,68
2,39,129,2015,83
0,39,129,2016,2
1,39,129,2016,38
2,39,129,2016,38
0,39,131,2010,5
1,39,131,2010,79
2,39,131,2010,6
0,39,131,2011,1
1,39,131,2011,60
2,39,131,2011,10
0,39,131,2013,4
1,39,131,2013,24
2,39,131,2013,42
0,39,131,2014,2
1,39,131,2014,19
2,39,131,2014,41
0,39,131,2016,5
1,39,131,2016,21
2,39,131,2016,55
0,39,133,2010,8
1,39,133,2010,120
2,39,133,2010,94
0,39,133,2011,6
1,39,133,2011,131
2,39,133,2011,52
0,39,133,2012,3
1,39,133,2012,128
2,39,133,2012,109
0,39,133,2013,7
1,39,133,2013,95
2,39,133,2013,185
0,39,133,2014,26
1,39,133,2014,108
2,39,133,2014,233
0,39,133,2015,82
1,39,133,2015,106
2,39,133,2015,223
0,39,133,2016,147
1,39,133,2016,133
2,39,133,2016,160
0,39,135,2010,3
1,39,135,2010,17
2,39,135,2010,13
0,39,135,2014,4
1,39,135,2014,5
2,39,135,2014,22
0,39,135,2015,4
1,39,135,2015,10
2,39,135,2015,21
0,39,135,2016,36
1,39,135,2016,14
2,39,135,2016,46
0,39,137,2012,2
1,39,137,2012,1
0,39,137,2016,3
1,39,137,2016,1
2,39,137,2016,7
0,39,139,2010,9
1,39,139,2010,70
2,39,139,2010,101
0,39,139,2012,2
1,39,139,2012,78
2,39,139,2012,104
0,39,139,2013,2
1,39,139,2013,71
2,39,139,2013,137
0,39,139,2014,13
1,39,139,2014,75
2,39,139,2014,206
0,39,139,2015,18
1,39,139,2015,97
2,39,139,2015,225
0,39,139,2016,77
1,39,139,2016,100
2,39,139,2016,178
0,39,141,2010,17
1,39,141,2010,396
2,39,141,2010,44
0,39,141,2011,3
1,39,141,2011,216
2,39,141,2011,88
0,39,141,2012,3
1,39,141,2012,120
2,39,141,2012,65
0,39,141,2013,4
1,39,141,2013,122
2,39,141,2013,125
0,39,141,2014,15
1,39,141,2014,136
2,39,141,2014,142
0,39,141,2015,32
1,39,141,2015,114
2,39,141,2015,138
0,39,141,2016,65
1,39,141,2016,87
2,39,141,2016,115
0,39,143,2010,7
1,39,143,2010,6
2,39,143,2010,7
0,39,143,2012,4
1,39,143,2012,78
2,39,143,2012,17
0,39,143,2013,1
1,39,143,2013,28
2,39,143,2013,50
0,39,143,2014,7
1,39,143,2014,55
2,39,143,2014,60
0,39,143,2015,38
1,39,143,2015,77
2,39,143,2015,67
0,39,143,2016,75
1,39,143,2016,96
2,39,143,2016,133
0,39,145,2010,5
1,39,145,2010,440
2,39,145,2010,17
0,39,145,2011,3
1,39,145,2011,377
2,39,145,2011,40
0,39,145,2012,6
1,39,145,2012,249
2,39,145,2012,197
0,39,145,2014,19
1,39,145,2014,135
2,39,145,2014,158
0,39,145,2015,24
1,39,145,2015,106
2,39,145,2015,207
0,39,145,2016,78
1,39,145,2016,160
2,39,145,2016,202
0,39,147,2010,6
1,39,147,2010,55
2,39,147,2010,24
0,39,147,2011,11
1,39,147,2011,52
2,39,147,2011,23
0,39,147,2012,2
1,39,147,2012,41
2,39,147,2012,19
0,39,147,2013,3
1,39,147,2013,27
2,39,147,2013,78
0,39,147,2014,7
1,39,147,2014,45
2,39,147,2014,110
0,39,147,2015,24
1,39,147,2015,61
2,39,147,2015,122
0,39,147,2016,42
1,39,147,2016,54
2,39,147,2016,86
0,39,149,2010,5
1,39,149,2010,29
2,39,149,2010,38
0,39,149,2011,4
1,39,149,2011,29
2,39,149,2011,48
0,39,149,2012,1
1,39,149,2012,33
2,39,149,2012,80
0,39,149,2013,3
1,39,149,2013,15
2,39,149,2013,170
0,39,149,2014,8
1,39,149,2014,9
2,39,149,2014,125
0,39,149,2015,12
1,39,149,2015,14
2,39,149,2015,142
0,39,149,2016,123
1,39,149,2016,13
2,39,149,2016,86
0,39,151,2010,21
1,39,151,2010,175
2,39,151,2010,78
0,39,151,2011,14
1,39,151,2011,182
2,39,151,2011,141
0,39,151,2012,4
1,39,151,2012,49
2,39,151,2012,25
0,39,151,2014,80
1,39,151,2014,186
2,39,151,2014,398
0,39,151,2015,132
1,39,151,2015,193
2,39,151,2015,385
0,39,151,2016,409
1,39,151,2016,222
2,39,151,2016,504
0,39,153,2010,13
1,39,153,2010,211
2,39,153,2010,112
0,39,153,2011,8
1,39,153,2011,185
2,39,153,2011,115
0,39,153,2012,6
1,39,153,2012,124
2,39,153,2012,148
0,39,153,2013,10
1,39,153,2013,142
2,39,153,2013,219
0,39,153,2014,66
1,39,153,2014,127
2,39,153,2014,251
0,39,153,2015,217
1,39,153,2015,190
2,39,153,2015,260
0,39,153,2016,357
1,39,153,2016,148
2,39,153,2016,266
0,39,155,2010,12
1,39,155,2010,158
2,39,155,2010,122
0,39,155,2011,7
1,39,155,2011,141
2,39,155,2011,182
0,39,155,2012,9
1,39,155,2012,150
2,39,155,2012,255
0,39,155,2013,7
1,39,155,2013,176
2,39,155,2013,249
0,39,155,2014,16
1,39,155,2014,198
2,39,155,2014,340
0,39,155,2015,89
1,39,155,2015,227
2,39,155,2015,396
0,39,155,2016,206
1,39,155,2016,180
2,39,155,2016,327
0,39,157,2010,3
1,39,157,2010,45
2,39,157,2010,9
0,39,157,2011,7
1,39,157,2011,48
2,39,157,2011,19
0,39,157,2012,2
1,39,157,2012,14
2,39,157,2012,22
0,39,157,2014,6
1,39,157,2014,34
2,39,157,2014,25
0,39,157,2015,11
1,39,157,2015,34
2,39,157,2015,32
0,39,157,2016,30
1,39,157,2016,40
2,39,157,2016,35
0,39,159,2010,3
1,39,159,2010,32
2,39,159,2010,33
0,39,159,2012,2
1,39,159,2012,45
2,39,159,2012,80
0,39,159,2014,9
1,39,159,2014,15
2,39,159,2014,14
0,39,159,2015,5
1,39,159,2015,25
2,39,159,2015,26
0,39,159,2016,6
1,39,159,2016,36
2,39,159,2016,43
0,39,161,2010,5
1,39,161,2010,16
2,39,161,2010,48
0,39,161,2011,2
1,39,161,2011,33
2,39,161,2011,33
0,39,161,2012,4
1,39,161,2012,28
2,39,161,2012,52
0,39,161,2014,2
1,39,161,2014,24
2,39,161,2014,40
0,39,161,2015,6
1,39,161,2015,6
2,39,161,2015,41
0,39,161,2016,14
1,39,161,2016,12
2,39,161,2016,18
0,39,163,2011,1
1,39,163,2011,27
2,39,163,2011,3
0,39,163,2012,2
1,39,163,2012,38
2,39,163,2012,11
0,39,163,2013,2
1,39,163,2013,34
2,39,163,2013,5
0,39,163,2014,2
1,39,163,2014,20
2,39,163,2014,3
0,39,163,2015,2
1,39,163,2015,49
2,39,163,2015,24
0,39,163,2016,1
1,39,163,2016,45
2,39,163,2016,6
0,39,165,2010,15
1,39,165,2010,126
2,39,165,2010,133
0,39,165,2011,15
1,39,165,2011,111
2,39,165,2011,187
0,39,165,2012,13
1,39,165,2012,105
2,39,165,2012,222
0,39,165,2013,9
1,39,165,2013,136
2,39,165,2013,269
0,39,165,2014,35
1,39,165,2014,103
2,39,165,2014,227
0,39,165,2015,56
1,39,165,2015,104
2,39,165,2015,220
0,39,165,2016,137
1,39,165,2016,111
2,39,165,2016,174
0,39,167,2010,10
1,39,167,2010,76
2,39,167,2010,34
0,39,167,2011,7
1,39,167,2011,66
2,39,167,2011,36
0,39,167,2012,2
1,39,167,2012,52
2,39,167,2012,56
0,39,167,2013,2
1,39,167,2013,61
2,39,167,2013,91
0,39,167,2014,5
1,39,167,2014,54
2,39,167,2014,68
0,39,167,2015,9
1,39,167,2015,49
2,39,167,2015,85
0,39,167,2016,31
1,39,167,2016,55
2,39,167,2016,99
0,39,169,2010,5
1,39,169,2010,114
2,39,169,2010,43
0,39,169,2011,6
1,39,169,2011,89
2,39,169,2011,52
0,39,169,2012,1
1,39,169,2012,95
2,39,169,2012,45
0,39,169,2013,1
1,39,169,2013,104
2,39,169,2013,101
0,39,169,2014,7
1,39,169,2014,78
2,39,169,2014,138
0,39,169,2015,37
1,39,169,2015,58
2,39,169,2015,127
0,39,169,2016,103
1,39,169,2016,66
2,39,169,2016,109
0,39,171,2011,1
1,39,171,2011,6
0,39,171,2012,1
1,39,171,2012,1
0,39,171,2015,2
2,39,171,2015,4
0,39,171,2016,1
1,39,171,2016,4
2,39,171,2016,11
0,39,173,2010,6
1,39,173,2010,72
2,39,173,2010,42
0,39,173,2011,5
1,39,173,2011,91
2,39,173,2011,59
0,39,173,2012,5
1,39,173,2012,83
2,39,173,2012,77
0,39,173,2013,6
1,39,173,2013,96
2,39,173,2013,91
0,39,173,2014,11
1,39,173,2014,81
2,39,173,2014,133
0,39,173,2015,31
1,39,173,2015,68
2,39,173,2015,66
0,39,173,2016,73
1,39,173,2016,58
2,39,173,2016,96
0,39,175,2010,2
1,39,175,2010,7
2,39,175,2010,2
0,39,175,2014,2
1,39,175,2014,29
2,39,175,2014,42
0,39,175,2015,4
1,39,175,2015,22
2,39,175,2015,29
0,39,175,2016,1
1,39,175,2016,31
2,39,175,2016,15
0,42,1,2010,4
1,42,1,2010,34
2,42,1,2010,14
0,42,1,2011,6
1,42,1,2011,34
2,42,1,2011,20
0,42,1,2012,1
1,42,1,2012,28
2,42,1,2012,12
0,42,1,2013,2
1,42,1,2013,38
2,42,1,2013,20
0,42,1,2014,2
1,42,1,2014,19
2,42,1,2014,29
0,42,1,2015,10
1,42,1,2015,28
2,42,1,2015,54
0,42,1,2016,24
1,42,1,2016,36
2,42,1,2016,42
0,42,3,2010,66
1,42,3,2010,757
2,42,3,2010,2592
0,42,3,2011,43
1,42,3,2011,872
2,42,3,2011,2298
0,42,3,2012,38
1,42,3,2012,757
2,42,3,2012,2739
0,42,3,2013,50
1,42,3,2013,685
2,42,3,2013,3279
0,42,3,2014,109
1,42,3,2014,756
2,42,3,2014,3774
0,42,3,2015,447
1,42,3,2015,637
2,42,3,2015,3674
0,42,3,2016,967
1,42,3,2016,600
2,42,3,2016,3400
0,42,5,2010,2
1,42,5,2010,26
2,42,5,2010,96
0,42,5,2011,3
1,42,5,2011,34
2,42,5,2011,86
0,42,5,2012,1
1,42,5,2012,22
2,42,5,2012,65
0,42,5,2013,3
1,42,5,2013,13
2,42,5,2013,57
0,42,5,2014,8
1,42,5,2014,18
2,42,5,2014,151
0,42,5,2015,9
1,42,5,2015,19
2,42,5,2015,113
0,42,5,2016,31
1,42,5,2016,25
2,42,5,2016,119
0,42,7,2010,2
1,42,7,2010,36
2,42,7,2010,87
0,42,7,2011,1
1,42,7,2011,35
2,42,7,2011,104
0,42,7,2012,5
1,42,7,2012,37
2,42,7,2012,86
0,42,7,2013,1
1,42,7,2013,20
2,42,7,2013,161
0,42,7,2014,3
1,42,7,2014,50
2,42,7,2014,128
0,42,7,2015,17
1,42,7,2015,35
2,42,7,2015,171
0,42,7,2016,107
1,42,7,2016,28
2,42,7,2016,208
0,42,9,2013,4
1,42,9,2013,24
2,42,9,2013,18
0,42,9,2015,5
1,42,9,2015,8
2,42,9,2015,22
0,42,9,2016,4
1,42,9,2016,11
2,42,9,2016,23
0,42,11,2010,1
1,42,11,2010,50
2,42,11,2010,172
0,42,11,2011,5
1,42,11,2011,75
2,42,11,2011,243
0,42,11,2012,6
1,42,11,2012,80
2,42,11,2012,357
0,42,11,2013,16
1,42,11,2013,66
2,42,11,2013,415
0,42,11,2014,12
1,42,11,2014,114
2,42,11,2014,392
0,42,11,2015,26
1,42,11,2015,61
2,42,11,2015,424
0,42,11,2016,133
1,42,11,2016,59
2,42,11,2016,464
0,42,13,2010,13
1,42,13,2010,115
2,42,13,2010,103
0,42,13,2011,9
1,42,13,2011,72
2,42,13,2011,50
0,42,13,2012,6
1,42,13,2012,77
2,42,13,2012,137
0,42,13,2013,4
1,42,13,2013,39
2,42,13,2013,159
0,42,13,2014,24
1,42,13,2014,65
2,42,13,2014,310
0,42,13,2015,18
1,42,13,2015,93
2,42,13,2015,209
0,42,13,2016,55
1,42,13,2016,44
2,42,13,2016,152
0,42,15,2011,4
1,42,15,2011,37
2,42,15,2011,18
0,42,15,2012,4
1,42,15,2012,67
2,42,15,2012,27
0,42,15,2013,4
1,42,15,2013,63
2,42,15,2013,26
0,42,15,2014,3
1,42,15,2014,32
2,42,15,2014,53
0,42,15,2015,5
1,42,15,2015,12
2,42,15,2015,54
0,42,15,2016,23
1,42,15,2016,15
2,42,15,2016,61
0,42,17,2010,68
1,42,17,2010,735
2,42,17,2010,618
0,42,17,2011,62
1,42,17,2011,749
2,42,17,2011,821
0,42,17,2012,37
1,42,17,2012,502
2,42,17,2012,674
0,42,17,2013,3
1,42,17,2013,25
2,42,17,2013,119
0,42,17,2014,104
1,42,17,2014,466
2,42,17,2014,1640
0,42,17,2015,53
1,42,17,2015,139
2,42,17,2015,542
0,42,17,2016,8
1,42,17,2016,25
2,42,17,2016,76
0,42,19,2010,1
1,42,19,2010,31
2,42,19,2010,49
0,42,19,2011,4
1,42,19,2011,37
2,42,19,2011,80
0,42,19,2012,1
1,42,19,2012,14
2,42,19,2012,70
0,42,19,2013,1
1,42,19,2013,13
2,42,19,2013,115
0,42,19,2014,11
1,42,19,2014,21
2,42,19,2014,158
0,42,19,2015,16
1,42,19,2015,13
2,42,19,2015,155
0,42,19,2016,40
1,42,19,2016,12
2,42,19,2016,140
0,42,21,2010,14
1,42,21,2010,83
2,42,21,2010,57
0,42,21,2011,7
1,42,21,2011,120
2,42,21,2011,74
0,42,21,2012,5
1,42,21,2012,81
2,42,21,2012,110
0,42,21,2013,9
1,42,21,2013,90
2,42,21,2013,287
0,42,21,2014,12
1,42,21,2014,79
2,42,21,2014,356
0,42,21,2015,38
1,42,21,2015,52
2,42,21,2015,367
0,42,21,2016,75
1,42,21,2016,47
2,42,21,2016,345
0,42,23,2013,1
1,42,23,2013,16
0,42,25,2010,4
1,42,25,2010,11
2,42,25,2010,20
0,42,25,2011,5
1,42,25,2011,32
2,42,25,2011,33
0,42,25,2012,2
1,42,25,2012,24
2,42,25,2012,34
0,42,25,2013,1
1,42,25,2013,25
2,42,25,2013,51
0,42,25,2014,3
1,42,25,2014,20
2,42,25,2014,72
0,42,25,2015,12
1,42,25,2015,10
2,42,25,2015,74
0,42,25,2016,16
1,42,25,2016,11
2,42,25,2016,37
0,42,27,2010,2
1,42,27,2010,40
2,42,27,2010,23
0,42,27,2011,6
1,42,27,2011,46
2,42,27,2011,12
0,42,27,2012,1
1,42,27,2012,13
2,42,27,2012,56
0,42,27,2013,6
1,42,27,2013,21
2,42,27,2013,48
0,42,27,2015,13
1,42,27,2015,41
2,42,27,2015,50
0,42,27,2016,14
1,42,27,2016,46
2,42,27,2016,32
0,42,29,2010,9
1,42,29,2010,125
2,42,29,2010,95
0,42,29,2011,6
1,42,29,2011,165
2,42,29,2011,126
0,42,29,2012,17
1,42,29,2012,171
2,42,29,2012,155
0,42,29,2013,13
1,42,29,2013,151
2,42,29,2013,239
0,42,29,2014,25
1,42,29,2014,154
2,42,29,2014,289
0,42,29,2015,41
1,42,29,2015,170
2,42,29,2015,324
0,42,29,2016,61
1,42,29,2016,126
2,42,29,2016,269
0,42,31,2011,3
1,42,31,2011,35
2,42,31,2011,33
0,42,31,2012,2
1,42,31,2012,23
2,42,31,2012,14
0,42,31,2015,1
1,42,31,2015,11
2,42,31,2015,13
0,42,31,2016,2
1,42,31,2016,6
2,42,31,2016,11
0,42,33,2010,3
1,42,33,2010,40
2,42,33,2010,29
0,42,33,2012,5
1,42,33,2012,13
2,42,33,2012,8
0,42,33,2013,1
1,42,33,2013,17
2,42,33,2013,29
0,42,33,2014,2
1,42,33,2014,17
2,42,33,2014,18
0,42,33,2015,4
1,42,33,2015,22
2,42,33,2015,31
0,42,33,2016,1
1,42,33,2016,10
2,42,33,2016,21
0,42,35,2010,2
1,42,35,2010,3
2,42,35,2010,8
0,42,35,2011,1
1,42,35,2011,12
2,42,35,2011,2
0,42,35,2012,3
1,42,35,2012,4
2,42,35,2012,6
0,42,35,2013,1
1,42,35,2013,17
2,42,35,2013,24
0,42,35,2014,2
1,42,35,2014,22
2,42,35,2014,45
0,42,35,2015,1
1,42,35,2015,28
2,42,35,2015,26
0,42,35,2016,10
1,42,35,2016,25
2,42,35,2016,11
0,42,37,2010,1
1,42,37,2010,7
2,42,37,2010,29
0,42,37,2011,2
1,42,37,2011,6
2,42,37,2011,51
0,42,37,2012,2
1,42,37,2012,7
2,42,37,2012,60
0,42,37,2013,2
1,42,37,2013,10
2,42,37,2013,37
0,42,37,2014,6
1,42,37,2014,15
2,42,37,2014,102
0,42,37,2015,7
1,42,37,2015,11
2,42,37,2015,51
0,42,37,2016,11
1,42,37,2016,9
2,42,37,2016,56
0,42,39,2010,7
1,42,39,2010,46
2,42,39,2010,6
0,42,39,2011,6
1,42,39,2011,39
2,42,39,2011,8
0,42,39,2012,10
1,42,39,2012,55
2,42,39,2012,7
0,42,39,2013,8
1,42,39,2013,45
2,42,39,2013,21
0,42,39,2014,2
1,42,39,2014,34
2,42,39,2014,24
0,42,39,2015,5
1,42,39,2015,46
2,42,39,2015,67
0,42,39,2016,53
1,42,39,2016,56
2,42,39,2016,47
0,42,41,2010,1
1,42,41,2010,13
2,42,41,2010,32
0,42,41,2011,5
1,42,41,2011,11
2,42,41,2011,14
0,42,41,2012,1
1,42,41,2012,14
2,42,41,2012,19
0,42,41,2014,1
1,42,41,2014,17
2,42,41,2014,35
0,42,41,2015,3
1,42,41,2015,10
2,42,41,2015,39
0,42,41,2016,2
2,42,41,2016,12
0,42,43,2010,13
1,42,43,2010,90
2,42,43,2010,266
0,42,43,2011,13
1,42,43,2011,117
2,42,43,2011,205
0,42,43,2012,13
1,42,43,2012,88
2,42,43,2012,264
0,42,43,2013,22
1,42,43,2013,91
2,42,43,2013,358
0,42,43,2014,12
1,42,43,2014,91
2,42,43,2014,709
0,42,43,2015,45
1,42,43,2015,116
2,42,43,2015,705
0,42,43,2016,141
1,42,43,2016,65
2,42,43,2016,488
0,42,45,2010,45
1,42,45,2010,530
2,42,45,2010,344
0,42,45,2011,30
1,42,45,2011,597
2,42,45,2011,461
0,42,45,2012,28
1,42,45,2012,535
2,42,45,2012,539
0,42,45,2013,55
1,42,45,2013,628
2,42,45,2013,572
0,42,45,2014,63
1,42,45,2014,625
2,42,45,2014,765
0,42,45,2015,144
1,42,45,2015,633
2,42,45,2015,929
0,42,45,2016,250
1,42,45,2016,527
2,42,45,2016,847
0,42,47,2010,1
1,42,47,2010,21
2,42,47,2010,2
0,42,47,2013,2
1,42,47,2013,10
0,42,47,2014,1
1,42,47,2014,13
2,42,47,2014,13
0,42,47,2016,5
1,42,47,2016,4
2,42,47,2016,32
0,42,49,2010,4
1,42,49,2010,137
2,42,49,2010,62
0,42,49,2011,7
1,42,49,2011,126
2,42,49,2011,103
0,42,49,2012,12
1,42,49,2012,93
2,42,49,2012,159
0,42,49,2013,6
1,42,49,2013,81
2,42,49,2013,151
0,42,49,2014,18
1,42,49,2014,74
2,42,49,2014,230
0,42,49,2015,10
1,42,49,2015,58
2,42,49,2015,205
0,42,49,2016,54
1,42,49,2016,60
2,42,49,2016,181
0,42,51,2010,8
1,42,51,2010,119
2,42,51,2010,67
0,42,51,2011,10
1,42,51,2011,183
2,42,51,2011,115
0,42,51,2012,9
1,42,51,2012,125
2,42,51,2012,177
0,42,51,2013,5
1,42,51,2013,92
2,42,51,2013,188
0,42,51,2014,5
1,42,51,2014,125
2,42,51,2014,230
0,42,51,2015,33
1,42,51,2015,90
2,42,51,2015,218
0,42,51,2016,29
1,42,51,2016,107
2,42,51,2016,157
0,42,53,2011,1
1,42,53,2011,3
2,42,53,2011,5
0,42,55,2010,8
1,42,55,2010,63
2,42,55,2010,41
0,42,55,2011,9
1,42,55,2011,73
2,42,55,2011,26
0,42,55,2012,7
1,42,55,2012,79
2,42,55,2012,46
0,42,55,2013,6
1,42,55,2013,58
2,42,55,2013,67
0,42,55,2014,9
1,42,55,2014,42
2,42,55,2014,110
0,42,55,2015,11
1,42,55,2015,42
2,42,55,2015,109
0,42,55,2016,39
1,42,55,2016,55
2,42,55,2016,96
0,42,57,2010,1
1,42,57,2010,31
2,42,57,2010,2
0,42,57,2013,2
1,42,57,2013,8
2,42,57,2013,8
0,42,57,2015,1
1,42,57,2015,1
2,42,57,2015,2
0,42,59,2010,1
1,42,59,2010,13
2,42,59,2010,66
0,42,59,2013,1
1,42,59,2013,10
2,42,59,2013,47
0,42,59,2014,1
1,42,59,2014,30
2,42,59,2014,21
0,42,59,2015,5
1,42,59,2015,17
2,42,59,2015,23
0,42,59,2016,2
1,42,59,2016,23
2,42,59,2016,20
0,42,61,2011,2
1,42,61,2011,43
2,42,61,2011,34
0,42,61,2015,3
1,42,61,2015,14
2,42,61,2015,47
0,42,61,2016,5
1,42,61,2016,8
2,42,61,2016,20
0,42,63,2011,8
1,42,63,2011,63
2,42,63,2011,87
0,42,63,2012,2
1,42,63,2012,22
2,42,63,2012,47
0,42,63,2014,1
1,42,63,2014,3
2,42,63,2014,48
0,42,63,2015,7
1,42,63,2015,14
2,42,63,2015,72
0,42,63,2016,10
1,42,63,2016,17
2,42,63,2016,57
0,42,65,2010,1
1,42,65,2010,22
2,42,65,2010,47
0,42,65,2011,2
1,42,65,2011,44
2,42,65,2011,56
0,42,65,2012,6
1,42,65,2012,22
2,42,65,2012,36
0,42,65,2013,1
1,42,65,2013,8
2,42,65,2013,26
0,42,65,2014,3
1,42,65,2014,11
2,42,65,2014,30
0,42,65,2015,1
1,42,65,2015,3
2,42,65,2015,15
0,42,65,2016,1
1,42,65,2016,4
2,42,65,2016,12
0,42,67,2011,1
1,42,67,2011,4
2,42,67,2011,2
0,42,67,2012,1
1,42,67,2012,14
2,42,67,2012,18
0,42,67,2013,2
1,42,67,2013,3
2,42,67,2013,14
0,42,69,2010,7
1,42,69,2010,84
2,42,69,2010,394
0,42,69,2011,5
1,42,69,2011,81
2,42,69,2011,376
0,42,69,2013,4
1,42,69,2013,37
2,42,69,2013,280
0,42,69,2014,3
1,42,69,2014,34
2,42,69,2014,343
0,42,69,2015,22
1,42,69,2015,36
2,42,69,2015,363
0,42,69,2016,113
1,42,69,2016,37
2,42,69,2016,389
0,42,71,2010,5
1,42,71,2010,105
2,42,71,2010,273
0,42,71,2011,5
1,42,71,2011,100
2,42,71,2011,359
0,42,71,2012,5
1,42,71,2012,75
2,42,71,2012,375
0,42,71,2013,9
1,42,71,2013,63
2,42,71,2013,385
0,42,71,2014,10
1,42,71,2014,77
2,42,71,2014,372
0,42,71,2015,35
1,42,71,2015,68
2,42,71,2015,512
0,42,71,2016,94
1,42,71,2016,72
2,42,71,2016,557
0,42,73,2010,5
1,42,73,2010,88
2,42,73,2010,12
0,42,73,2011,4
1,42,73,2011,92
2,42,73,2011,8
0,42,73,2012,6
1,42,73,2012,53
2,42,73,2012,38
0,42,73,2013,7
1,42,73,2013,70
2,42,73,2013,98
0,42,73,2014,3
1,42,73,2014,67
2,42,73,2014,102
0,42,73,2015,6
1,42,73,2015,19
2,42,73,2015,74
0,42,73,2016,21
1,42,73,2016,10
2,42,73,2016,44
0,42,75,2010,1
1,42,75,2010,26
2,42,75,2010,41
0,42,75,2011,5
1,42,75,2011,57
2,42,75,2011,40
0,42,75,2012,6
1,42,75,2012,57
2,42,75,2012,78
0,42,75,2013,7
1,42,75,2013,57
2,42,75,2013,170
0,42,75,2014,23
1,42,75,2014,99
2,42,75,2014,236
0,42,75,2015,40
1,42,75,2015,60
2,42,75,2015,354
0,42,75,2016,70
1,42,75,2016,36
2,42,75,2016,306
0,42,77,2010,7
1,42,77,2010,54
2,42,77,2010,346
0,42,77,2011,7
1,42,77,2011,83
2,42,77,2011,350
0,42,77,2012,2
1,42,77,2012,49
2,42,77,2012,211
0,42,77,2013,5
1,42,77,2013,33
2,42,77,2013,268
0,42,77,2014,6
1,42,77,2014,25
2,42,77,2014,175
0,42,77,2015,18
1,42,77,2015,25
2,42,77,2015,142
0,42,77,2016,37
1,42,77,2016,43
2,42,77,2016,159
0,42,79,2010,10
1,42,79,2010,60
2,42,79,2010,382
0,42,79,2011,8
1,42,79,2011,94
2,42,79,2011,369
0,42,79,2012,8
1,42,79,2012,65
2,42,79,2012,435
0,42,79,2013,12
1,42,79,2013,95
2,42,79,2013,672
0,42,79,2014,53
1,42,79,2014,117
2,42,79,2014,978
0,42,79,2015,42
1,42,79,2015,89
2,42,79,2015,621
0,42,79,2016,277
1,42,79,2016,91
