,YYYY,DrugCode_0,DrugCode_1,StateCode_0,StateCode_1,StateCode_2,CountyCode_0,CountyCode_1,CountyCode_2,CountyCode_3,CountyCode_4,CountyCode_5,CountyCode_6,CountyCode_7,Pred_County
3710,2021,0,1,1,0,0,0,0,1,0,0,1,0,1,16.2
3711,2022,0,1,1,0,0,0,0,1,0,0,1,0,1,13.1
3712,2023,0,1,1,0,0,0,0,1,0,0,1,0,1,13
3713,2024,0,1,1,0,0,0,0,1,0,0,1,0,1,24.4
3714,2025,0,1,1,0,0,0,0,1,0,0,1,0,1,24.4
3715,2020,1,0,1,0,0,0,0,1,0,0,1,0,1,70.6
3716,2018,0,0,0,0,0,0,0,1,0,0,1,1,0,11.2
3717,2019,0,0,0,0,0,0,0,1,0,0,1,1,0,11.2
3718,2022,0,0,0,0,0,0,0,1,0,0,1,1,0,5.1
3719,2025,0,0,0,0,0,0,0,1,0,0,1,1,0,4.2
3720,2018,0,1,0,0,0,0,0,1,0,0,1,1,0,24.9
3721,2019,0,1,0,0,0,0,0,1,0,0,1,1,0,25
3722,2020,0,1,0,0,0,0,0,1,0,0,1,1,0,37.6
3723,2021,0,1,0,0,0,0,0,1,0,0,1,1,0,37.6
3724,2022,0,1,0,0,0,0,0,1,0,0,1,1,0,54.5
3725,2023,0,1,0,0,0,0,0,1,0,0,1,1,0,53.6
3726,2024,0,1,0,0,0,0,0,1,0,0,1,1,0,7
3727,2025,0,1,0,0,0,0,0,1,0,0,1,1,0,7
3728,2020,1,0,0,0,0,0,0,1,0,0,1,1,0,47
3729,2021,1,0,0,0,0,0,0,1,0,0,1,1,0,47
3730,2022,1,0,0,0,0,0,0,1,0,0,1,1,0,21
3731,2023,1,0,0,0,0,0,0,1,0,0,1,1,0,21.4
3732,2024,1,0,0,0,0,0,0,1,0,0,1,1,0,19.8
3733,2025,1,0,0,0,0,0,0,1,0,0,1,1,0,19.8
3734,2018,0,0,0,0,1,0,0,1,0,0,1,1,0,4.1
3735,2019,0,0,0,0,1,0,0,1,0,0,1,1,0,4.1
3736,2020,0,0,0,0,1,0,0,1,0,0,1,1,0,4.8
3737,2021,0,0,0,0,1,0,0,1,0,0,1,1,0,4.8
3738,2022,0,0,0,0,1,0,0,1,0,0,1,1,0,8.8
3739,2023,0,0,0,0,1,0,0,1,0,0,1,1,0,8.8
3740,2024,0,0,0,0,1,0,0,1,0,0,1,1,0,18.3
3741,2025,0,0,0,0,1,0,0,1,0,0,1,1,0,18.3
3742,2018,0,1,0,0,1,0,0,1,0,0,1,1,0,56.4
3743,2019,0,1,0,0,1,0,0,1,0,0,1,1,0,59.6
3744,2020,0,1,0,0,1,0,0,1,0,0,1,1,0,80.4
3745,2021,0,1,0,0,1,0,0,1,0,0,1,1,0,80.4
3746,2022,0,1,0,0,1,0,0,1,0,0,1,1,0,88.8
3747,2023,0,1,0,0,1,0,0,1,0,0,1,1,0,105.8
3748,2024,0,1,0,0,1,0,0,1,0,0,1,1,0,135.7
3749,2025,0,1,0,0,1,0,0,1,0,0,1,1,0,135.7
3750,2018,1,0,0,0,1,0,0,1,0,0,1,1,0,103.7
3751,2019,1,0,0,0,1,0,0,1,0,0,1,1,0,103.7
3752,2020,1,0,0,0,1,0,0,1,0,0,1,1,0,111.5
3753,2021,1,0,0,0,1,0,0,1,0,0,1,1,0,121.9
3754,2022,1,0,0,0,1,0,0,1,0,0,1,1,0,149.4
3755,2023,1,0,0,0,1,0,0,1,0,0,1,1,0,147.9
3756,2024,1,0,0,0,1,0,0,1,0,0,1,1,0,121.1
3757,2025,1,0,0,0,1,0,0,1,0,0,1,1,0,121.1
3758,2018,0,0,0,1,0,0,0,1,0,0,1,1,0,5.2
3759,2019,0,0,0,1,0,0,0,1,0,0,1,1,0,5.2
3760,2020,0,0,0,1,0,0,0,1,0,0,1,1,0,5
3761,2021,0,0,0,1,0,0,0,1,0,0,1,1,0,5
3762,2022,0,0,0,1,0,0,0,1,0,0,1,1,0,5.1
3763,2023,0,0,0,1,0,0,0,1,0,0,1,1,0,5.1
3764,2024,0,0,0,1,0,0,0,1,0,0,1,1,0,16.8
3765,2025,0,0,0,1,0,0,0,1,0,0,1,1,0,16.8
3766,2018,0,1,0,1,0,0,0,1,0,0,1,1,0,55.1
3767,2019,0,1,0,1,0,0,0,1,0,0,1,1,0,45.1
3768,2020,0,1,0,1,0,0,0,1,0,0,1,1,0,33
3769,2021,0,1,0,1,0,0,0,1,0,0,1,1,0,33
3770,2022,0,1,0,1,0,0,0,1,0,0,1,1,0,28.2
3771,2023,0,1,0,1,0,0,0,1,0,0,1,1,0,25.8
3772,2024,0,1,0,1,0,0,0,1,0,0,1,1,0,27.9
3773,2025,0,1,0,1,0,0,0,1,0,0,1,1,0,27.9
3774,2018,1,0,0,1,0,0,0,1,0,0,1,1,0,247.3
3775,2019,1,0,0,1,0,0,0,1,0,0,1,1,0,247.3
3776,2020,1,0,0,1,0,0,0,1,0,0,1,1,0,293.4
3777,2021,1,0,0,1,0,0,0,1,0,0,1,1,0,289.8
3778,2022,1,0,0,1,0,0,0,1,0,0,1,1,0,193.6
3779,2023,1,0,0,1,0,0,0,1,0,0,1,1,0,168.4
3780,2024,1,0,0,1,0,0,0,1,0,0,1,1,0,199.8
3781,2025,1,0,0,1,0,0,0,1,0,0,1,1,0,199.8
3782,2018,0,0,0,1,1,0,0,1,0,0,1,1,0,1.5
3783,2019,0,0,0,1,1,0,0,1,0,0,1,1,0,1.5
3784,2021,0,0,0,1,1,0,0,1,0,0,1,1,0,2.8
3785,2022,0,0,0,1,1,0,0,1,0,0,1,1,0,2.3
3786,2023,0,0,0,1,1,0,0,1,0,0,1,1,0,2.3
3787,2024,0,0,0,1,1,0,0,1,0,0,1,1,0,2.9
3788,2025,0,0,0,1,1,0,0,1,0,0,1,1,0,2.9
3789,2018,0,1,0,1,1,0,0,1,0,0,1,1,0,20.2
3790,2019,0,1,0,1,1,0,0,1,0,0,1,1,0,21.5
3791,2020,0,1,0,1,1,0,0,1,0,0,1,1,0,29.8
3792,2021,0,1,0,1,1,0,0,1,0,0,1,1,0,29.9
3793,2022,0,1,0,1,1,0,0,1,0,0,1,1,0,16.1
3794,2023,0,1,0,1,1,0,0,1,0,0,1,1,0,16.1
3795,2024,0,1,0,1,1,0,0,1,0,0,1,1,0,18.5
3796,2025,0,1,0,1,1,0,0,1,0,0,1,1,0,18.5
3797,2023,1,0,0,1,1,0,0,1,0,0,1,1,0,29.4
3798,2024,1,0,0,1,1,0,0,1,0,0,1,1,0,81.6
3799,2018,0,0,1,0,0,0,0,1,0,0,1,1,0,2.3
3800,2023,0,0,1,0,0,0,0,1,0,0,1,1,0,5.5
3801,2018,0,1,1,0,0,0,0,1,0,0,1,1,0,16.1
3802,2019,0,1,1,0,0,0,0,1,0,0,1,1,0,16.1
3803,2020,0,1,1,0,0,0,0,1,0,0,1,1,0,10.9
3804,2021,0,1,1,0,0,0,0,1,0,0,1,1,0,10
3805,2023,0,1,1,0,0,0,0,1,0,0,1,1,0,4.2
3806,2018,1,0,1,0,0,0,0,1,0,0,1,1,0,3.4
3807,2019,1,0,1,0,0,0,0,1,0,0,1,1,0,3.7
3808,2021,1,0,1,0,0,0,0,1,0,0,1,1,0,14.2
3809,2018,0,0,0,0,0,0,0,1,0,0,1,1,1,2.4
3810,2022,0,0,0,0,0,0,0,1,0,0,1,1,1,12.2
3811,2024,0,0,0,0,0,0,0,1,0,0,1,1,1,28.8
3812,2025,0,0,0,0,0,0,0,1,0,0,1,1,1,28.8
3813,2018,0,1,0,0,0,0,0,1,0,0,1,1,1,24.6
3814,2019,0,1,0,0,0,0,0,1,0,0,1,1,1,23.8
3815,2020,0,1,0,0,0,0,0,1,0,0,1,1,1,13.2
3816,2021,0,1,0,0,0,0,0,1,0,0,1,1,1,13.2
3817,2022,0,1,0,0,0,0,0,1,0,0,1,1,1,14.9
3818,2023,0,1,0,0,0,0,0,1,0,0,1,1,1,14.6
3819,2024,0,1,0,0,0,0,0,1,0,0,1,1,1,9.7
3820,2025,0,1,0,0,0,0,0,1,0,0,1,1,1,9.7
3821,2021,1,0,0,0,0,0,0,1,0,0,1,1,1,69
3822,2022,1,0,0,0,0,0,0,1,0,0,1,1,1,100.5
3823,2023,1,0,0,0,0,0,0,1,0,0,1,1,1,100.6
3824,2024,1,0,0,0,0,0,0,1,0,0,1,1,1,8.2
3825,2025,1,0,0,0,0,0,0,1,0,0,1,1,1,8.2
3826,2018,0,0,0,0,1,0,0,1,0,0,1,1,1,3.6
3827,2019,0,0,0,0,1,0,0,1,0,0,1,1,1,3.6
3828,2020,0,0,0,0,1,0,0,1,0,0,1,1,1,4.2
3829,2021,0,0,0,0,1,0,0,1,0,0,1,1,1,4.2
3830,2022,0,0,0,0,1,0,0,1,0,0,1,1,1,2.9
3831,2023,0,0,0,0,1,0,0,1,0,0,1,1,1,2.9
3832,2024,0,0,0,0,1,0,0,1,0,0,1,1,1,11.2
3833,2025,0,0,0,0,1,0,0,1,0,0,1,1,1,11.2
3834,2018,0,1,0,0,1,0,0,1,0,0,1,1,1,112
3835,2019,0,1,0,0,1,0,0,1,0,0,1,1,1,112.1
3836,2020,0,1,0,0,1,0,0,1,0,0,1,1,1,132.8
3837,2021,0,1,0,0,1,0,0,1,0,0,1,1,1,146.2
3838,2022,0,1,0,0,1,0,0,1,0,0,1,1,1,161.8
3839,2023,0,1,0,0,1,0,0,1,0,0,1,1,1,172.7
3840,2024,0,1,0,0,1,0,0,1,0,0,1,1,1,200.1
3841,2025,0,1,0,0,1,0,0,1,0,0,1,1,1,200.1
3842,2018,1,0,0,0,1,0,0,1,0,0,1,1,1,59.3
3843,2019,1,0,0,0,1,0,0,1,0,0,1,1,1,61.7
3844,2020,1,0,0,0,1,0,0,1,0,0,1,1,1,62.1
3845,2021,1,0,0,0,1,0,0,1,0,0,1,1,1,60.5
3846,2022,1,0,0,0,1,0,0,1,0,0,1,1,1,51.7
3847,2023,1,0,0,0,1,0,0,1,0,0,1,1,1,51.7
3848,2024,1,0,0,0,1,0,0,1,0,0,1,1,1,69
3849,2025,1,0,0,0,1,0,0,1,0,0,1,1,1,69
3850,2018,0,0,0,1,0,0,0,1,0,0,1,1,1,8
3851,2019,0,0,0,1,0,0,0,1,0,0,1,1,1,8.4
3852,2020,0,0,0,1,0,0,0,1,0,0,1,1,1,9.4
3853,2021,0,0,0,1,0,0,0,1,0,0,1,1,1,9.4
3854,2022,0,0,0,1,0,0,0,1,0,0,1,1,1,53
3855,2023,0,0,0,1,0,0,0,1,0,0,1,1,1,53
3856,2024,0,0,0,1,0,0,0,1,0,0,1,1,1,30.5
3857,2025,0,0,0,1,0,0,0,1,0,0,1,1,1,30.5
3858,2018,0,1,0,1,0,0,0,1,0,0,1,1,1,73
3859,2019,0,1,0,1,0,0,0,1,0,0,1,1,1,73.1
3860,2020,0,1,0,1,0,0,0,1,0,0,1,1,1,82.5
3861,2021,0,1,0,1,0,0,0,1,0,0,1,1,1,92.9
3862,2022,0,1,0,1,0,0,0,1,0,0,1,1,1,105.2
3863,2023,0,1,0,1,0,0,0,1,0,0,1,1,1,105.2
3864,2024,0,1,0,1,0,0,0,1,0,0,1,1,1,87.3
3865,2025,0,1,0,1,0,0,0,1,0,0,1,1,1,87.3
3866,2018,1,0,0,1,0,0,0,1,0,0,1,1,1,446.8
3867,2019,1,0,0,1,0,0,0,1,0,0,1,1,1,477.1
3868,2020,1,0,0,1,0,0,0,1,0,0,1,1,1,648.3
3869,2021,1,0,0,1,0,0,0,1,0,0,1,1,1,702.6
3870,2022,1,0,0,1,0,0,0,1,0,0,1,1,1,836.5
3871,2023,1,0,0,1,0,0,0,1,0,0,1,1,1,831.4
3872,2024,1,0,0,1,0,0,0,1,0,0,1,1,1,576.8
3873,2025,1,0,0,1,0,0,0,1,0,0,1,1,1,576.8
3874,2018,0,0,0,1,1,0,0,1,0,0,1,1,1,2.6
3875,2019,0,0,0,1,1,0,0,1,0,0,1,1,1,2.5
3876,2020,0,0,0,1,1,0,0,1,0,0,1,1,1,2
3877,2021,0,0,0,1,1,0,0,1,0,0,1,1,1,2
3878,2023,0,0,0,1,1,0,0,1,0,0,1,1,1,4.8
3879,2024,0,0,0,1,1,0,0,1,0,0,1,1,1,1.8
3880,2025,0,0,0,1,1,0,0,1,0,0,1,1,1,1.8
3881,2018,0,1,0,1,1,0,0,1,0,0,1,1,1,12.1
3882,2019,0,1,0,1,1,0,0,1,0,0,1,1,1,12.1
3883,2020,0,1,0,1,1,0,0,1,0,0,1,1,1,8.8
3884,2021,0,1,0,1,1,0,0,1,0,0,1,1,1,7.9
3885,2022,0,1,0,1,1,0,0,1,0,0,1,1,1,5.5
3886,2023,0,1,0,1,1,0,0,1,0,0,1,1,1,5.5
3887,2024,0,1,0,1,1,0,0,1,0,0,1,1,1,4.3
3888,2025,0,1,0,1,1,0,0,1,0,0,1,1,1,4.3
3889,2020,1,0,0,1,1,0,0,1,0,0,1,1,1,3.8
3890,2021,1,0,0,1,1,0,0,1,0,0,1,1,1,3.8
3891,2022,1,0,0,1,1,0,0,1,0,0,1,1,1,3.7
3892,2023,1,0,0,1,1,0,0,1,0,0,1,1,1,3.7
3893,2024,1,0,0,1,1,0,0,1,0,0,1,1,1,72.3
3894,2025,1,0,0,1,1,0,0,1,0,0,1,1,1,72.3
3895,2024,0,0,1,0,0,0,0,1,0,0,1,1,1,15.1
3896,2025,0,0,1,0,0,0,0,1,0,0,1,1,1,15.1
3897,2018,0,1,1,0,0,0,0,1,0,0,1,1,1,25
3898,2019,0,1,1,0,0,0,0,1,0,0,1,1,1,25.6
3899,2020,0,1,1,0,0,0,0,1,0,0,1,1,1,19.8
3900,2021,0,1,1,0,0,0,0,1,0,0,1,1,1,19.8
3901,2022,0,1,1,0,0,0,0,1,0,0,1,1,1,14.2
3902,2023,0,1,1,0,0,0,0,1,0,0,1,1,1,14.2
3903,2024,0,1,1,0,0,0,0,1,0,0,1,1,1,15
3904,2019,1,0,1,0,0,0,0,1,0,0,1,1,1,6.1
3905,2020,1,0,1,0,0,0,0,1,0,0,1,1,1,21.4
3906,2021,1,0,1,0,0,0,0,1,0,0,1,1,1,21.4
3907,2022,1,0,1,0,0,0,0,1,0,0,1,1,1,34
3908,2023,1,0,1,0,0,0,0,1,0,0,1,1,1,34
3909,2024,1,0,1,0,0,0,0,1,0,0,1,1,1,14.2
3910,2018,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3911,2019,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3912,2020,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3913,2021,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3914,2022,0,0,0,0,0,0,0,1,0,1,0,0,0,2.7
3915,2023,0,0,0,0,0,0,0,1,0,1,0,0,0,2.7
3916,2024,0,0,0,0,0,0,0,1,0,1,0,0,0,29.6
3917,2025,0,0,0,0,0,0,0,1,0,1,0,0,0,29.6
3918,2018,0,1,0,0,0,0,0,1,0,1,0,0,0,41.4
3919,2019,0,1,0,0,0,0,0,1,0,1,0,0,0,41.4
3920,2020,0,1,0,0,0,0,0,1,0,1,0,0,0,17.8
3921,2021,0,1,0,0,0,0,0,1,0,1,0,0,0,17.8
3922,2022,0,1,0,0,0,0,0,1,0,1,0,0,0,34.8
3923,2023,0,1,0,0,0,0,0,1,0,1,0,0,0,35.5
3924,2024,0,1,0,0,0,0,0,1,0,1,0,0,0,31.1
3925,2025,0,1,0,0,0,0,0,1,0,1,0,0,0,31.1
3926,2018,1,0,0,0,0,0,0,1,0,1,0,0,0,15.5
3927,2019,1,0,0,0,0,0,0,1,0,1,0,0,0,17.4
3928,2020,1,0,0,0,0,0,0,1,0,1,0,0,0,23.2
3929,2021,1,0,0,0,0,0,0,1,0,1,0,0,0,23.2
3930,2022,1,0,0,0,0,0,0,1,0,1,0,0,0,46.9
3931,2023,1,0,0,0,0,0,0,1,0,1,0,0,0,46.9
3932,2024,1,0,0,0,0,0,0,1,0,1,0,0,0,50.4
3933,2025,1,0,0,0,0,0,0,1,0,1,0,0,0,50.4
3934,2018,0,0,0,0,1,0,0,1,0,1,0,0,0,6
3935,2019,0,0,0,0,1,0,0,1,0,1,0,0,0,5.9
3936,2020,0,0,0,0,1,0,0,1,0,1,0,0,0,5.7
3937,2021,0,0,0,0,1,0,0,1,0,1,0,0,0,2.2
3938,2022,0,0,0,0,1,0,0,1,0,1,0,0,0,27.1
3939,2023,0,0,0,0,1,0,0,1,0,1,0,0,0,27.1
3940,2024,0,0,0,0,1,0,0,1,0,1,0,0,0,75.9
3941,2025,0,0,0,0,1,0,0,1,0,1,0,0,0,75.9
3942,2018,0,1,0,0,1,0,0,1,0,1,0,0,0,30.1
3943,2019,0,1,0,0,1,0,0,1,0,1,0,0,0,26
3944,2020,0,1,0,0,1,0,0,1,0,1,0,0,0,50.6
3945,2021,0,1,0,0,1,0,0,1,0,1,0,0,0,51
3946,2022,0,1,0,0,1,0,0,1,0,1,0,0,0,28.8
3947,2023,0,1,0,0,1,0,0,1,0,1,0,0,0,28.8
3948,2024,0,1,0,0,1,0,0,1,0,1,0,0,0,24.4
3949,2025,0,1,0,0,1,0,0,1,0,1,0,0,0,24.4
3950,2018,1,0,0,0,1,0,0,1,0,1,0,0,0,56.5
3951,2019,1,0,0,0,1,0,0,1,0,1,0,0,0,62.3
3952,2020,1,0,0,0,1,0,0,1,0,1,0,0,0,137.8
3953,2021,1,0,0,0,1,0,0,1,0,1,0,0,0,137.8
3954,2022,1,0,0,0,1,0,0,1,0,1,0,0,0,224
3955,2023,1,0,0,0,1,0,0,1,0,1,0,0,0,227
3956,2024,1,0,0,0,1,0,0,1,0,1,0,0,0,100
3957,2025,1,0,0,0,1,0,0,1,0,1,0,0,0,100
3958,2018,0,0,0,1,0,0,0,1,0,1,0,0,0,5.4
3959,2019,0,0,0,1,0,0,0,1,0,1,0,0,0,5
3960,2020,0,0,0,1,0,0,0,1,0,1,0,0,0,6.3
3961,2021,0,0,0,1,0,0,0,1,0,1,0,0,0,6.3
3962,2022,0,0,0,1,0,0,0,1,0,1,0,0,0,7.1
3963,2023,0,0,0,1,0,0,0,1,0,1,0,0,0,7.1
3964,2024,0,0,0,1,0,0,0,1,0,1,0,0,0,18.6
3965,2025,0,0,0,1,0,0,0,1,0,1,0,0,0,18.6
3966,2018,0,1,0,1,0,0,0,1,0,1,0,0,0,25.3
3967,2019,0,1,0,1,0,0,0,1,0,1,0,0,0,25.3
3968,2020,0,1,0,1,0,0,0,1,0,1,0,0,0,32.2
3969,2021,0,1,0,1,0,0,0,1,0,1,0,0,0,32.2
3970,2022,0,1,0,1,0,0,0,1,0,1,0,0,0,30.4
3971,2023,0,1,0,1,0,0,0,1,0,1,0,0,0,28.1
3972,2024,0,1,0,1,0,0,0,1,0,1,0,0,0,12.2
3973,2025,0,1,0,1,0,0,0,1,0,1,0,0,0,12.2
3974,2018,1,0,0,1,0,0,0,1,0,1,0,0,0,178.9
3975,2019,1,0,0,1,0,0,0,1,0,1,0,0,0,119.2
3976,2020,1,0,0,1,0,0,0,1,0,1,0,0,0,189.8
3977,2021,1,0,0,1,0,0,0,1,0,1,0,0,0,210.4
3978,2022,1,0,0,1,0,0,0,1,0,1,0,0,0,211.9
3979,2023,1,0,0,1,0,0,0,1,0,1,0,0,0,211.9
3980,2024,1,0,0,1,0,0,0,1,0,1,0,0,0,191.8
3981,2025,1,0,0,1,0,0,0,1,0,1,0,0,0,191.8
3982,2019,0,0,0,1,1,0,0,1,0,1,0,0,0,1.5
3983,2020,0,0,0,1,1,0,0,1,0,1,0,0,0,3.1
3984,2024,0,0,0,1,1,0,0,1,0,1,0,0,0,2.3
3985,2025,0,0,0,1,1,0,0,1,0,1,0,0,0,2.3
3986,2018,0,1,0,1,1,0,0,1,0,1,0,0,0,8
3987,2019,0,1,0,1,1,0,0,1,0,1,0,0,0,8
3988,2020,0,1,0,1,1,0,0,1,0,1,0,0,0,6.4
3989,2021,0,1,0,1,1,0,0,1,0,1,0,0,0,5.6
3990,2022,0,1,0,1,1,0,0,1,0,1,0,0,0,6.4
3991,2023,0,1,0,1,1,0,0,1,0,1,0,0,0,6.7
3992,2024,0,1,0,1,1,0,0,1,0,1,0,0,0,4.6
3993,2025,0,1,0,1,1,0,0,1,0,1,0,0,0,4.6
3994,2018,1,0,0,1,1,0,0,1,0,1,0,0,0,6.6
3995,2019,1,0,0,1,1,0,0,1,0,1,0,0,0,6.6
3996,2020,1,0,0,1,1,0,0,1,0,1,0,0,0,3.9
3997,2021,1,0,0,1,1,0,0,1,0,1,0,0,0,3.9
3998,2022,1,0,0,1,1,0,0,1,0,1,0,0,0,4.6
3999,2023,1,0,0,1,1,0,0,1,0,1,0,0,0,5.8
4000,2024,1,0,0,1,1,0,0,1,0,1,0,0,0,9.1
4001,2025,1,0,0,1,1,0,0,1,0,1,0,0,0,9.1
4002,2018,0,0,1,0,0,0,0,1,0,1,0,0,0,1.7
4003,2019,0,0,1,0,0,0,0,1,0,1,0,0,0,1.7
4004,2020,0,0,1,0,0,0,0,1,0,1,0,0,0,1.6
4005,2022,0,0,1,0,0,0,0,1,0,1,0,0,0,3.1
4006,2023,0,0,1,0,0,0,0,1,0,1,0,0,0,3.1
4007,2024,0,0,1,0,0,0,0,1,0,1,0,0,0,11
4008,2025,0,0,1,0,0,0,0,1,0,1,0,0,0,11
4009,2018,0,1,1,0,0,0,0,1,0,1,0,0,0,183.7
4010,2019,0,1,1,0,0,0,0,1,0,1,0,0,0,187.1
4011,2020,0,1,1,0,0,0,0,1,0,1,0,0,0,189.4
4012,2021,0,1,1,0,0,0,0,1,0,1,0,0,0,190.6
4013,2022,0,1,1,0,0,0,0,1,0,1,0,0,0,177.3
4014,2023,0,1,1,0,0,0,0,1,0,1,0,0,0,163.3
4015,2024,0,1,1,0,0,0,0,1,0,1,0,0,0,128.7
4016,2025,0,1,1,0,0,0,0,1,0,1,0,0,0,128.7
4017,2018,1,0,1,0,0,0,0,1,0,1,0,0,0,62.8
4018,2019,1,0,1,0,0,0,0,1,0,1,0,0,0,62.8
4019,2020,1,0,1,0,0,0,0,1,0,1,0,0,0,127.7
4020,2021,1,0,1,0,0,0,0,1,0,1,0,0,0,133.1
4021,2022,1,0,1,0,0,0,0,1,0,1,0,0,0,173.6
4022,2023,1,0,1,0,0,0,0,1,0,1,0,0,0,165.4
4023,2024,1,0,1,0,0,0,0,1,0,1,0,0,0,54.3
4024,2025,1,0,1,0,0,0,0,1,0,1,0,0,0,54.3
4025,2019,0,0,0,0,0,0,0,1,0,1,0,0,1,2.6
4026,2020,0,0,0,0,0,0,0,1,0,1,0,0,1,2.5
4027,2021,0,0,0,0,0,0,0,1,0,1,0,0,1,2.5
4028,2022,0,0,0,0,0,0,0,1,0,1,0,0,1,3.1
4029,2023,0,0,0,0,0,0,0,1,0,1,0,0,1,3.1
4030,2024,0,0,0,0,0,0,0,1,0,1,0,0,1,31
4031,2025,0,0,0,0,0,0,0,1,0,1,0,0,1,31
4032,2018,0,1,0,0,0,0,0,1,0,1,0,0,1,37.9
4033,2019,0,1,0,0,0,0,0,1,0,1,0,0,1,37.9
4034,2020,0,1,0,0,0,0,0,1,0,1,0,0,1,37.4
4035,2021,0,1,0,0,0,0,0,1,0,1,0,0,1,37.4
4036,2022,0,1,0,0,0,0,0,1,0,1,0,0,1,37.5
4037,2023,0,1,0,0,0,0,0,1,0,1,0,0,1,37.5
4038,2024,0,1,0,0,0,0,0,1,0,1,0,0,1,37.4
4039,2025,0,1,0,0,0,0,0,1,0,1,0,0,1,37.4
4040,2020,1,0,0,0,0,0,0,1,0,1,0,0,1,2
4041,2021,1,0,0,0,0,0,0,1,0,1,0,0,1,2
4042,2022,1,0,0,0,0,0,0,1,0,1,0,0,1,19.4
4043,2024,1,0,0,0,0,0,0,1,0,1,0,0,1,13.5
4044,2025,1,0,0,0,0,0,0,1,0,1,0,0,1,13.5
4045,2018,0,0,0,0,1,0,0,1,0,1,0,0,1,2.9
4046,2020,0,0,0,0,1,0,0,1,0,1,0,0,1,1.9
4047,2021,0,0,0,0,1,0,0,1,0,1,0,0,1,1.9
4048,2022,0,0,0,0,1,0,0,1,0,1,0,0,1,9.3
4049,2024,0,0,0,0,1,0,0,1,0,1,0,0,1,81.9
4050,2025,0,0,0,0,1,0,0,1,0,1,0,0,1,81.9
4051,2018,0,1,0,0,1,0,0,1,0,1,0,0,1,23.1
4052,2019,0,1,0,0,1,0,0,1,0,1,0,0,1,23.1
4053,2020,0,1,0,0,1,0,0,1,0,1,0,0,1,32.7
4054,2021,0,1,0,0,1,0,0,1,0,1,0,0,1,32.7
4055,2022,0,1,0,0,1,0,0,1,0,1,0,0,1,18.6
4056,2023,0,1,0,0,1,0,0,1,0,1,0,0,1,18.6
4057,2024,0,1,0,0,1,0,0,1,0,1,0,0,1,11.6
4058,2025,0,1,0,0,1,0,0,1,0,1,0,0,1,11.6
4059,2018,1,0,0,0,1,0,0,1,0,1,0,0,1,26.9
4060,2019,1,0,0,0,1,0,0,1,0,1,0,0,1,26.9
4061,2020,1,0,0,0,1,0,0,1,0,1,0,0,1,41.4
4062,2021,1,0,0,0,1,0,0,1,0,1,0,0,1,39.4
4063,2022,1,0,0,0,1,0,0,1,0,1,0,0,1,29
4064,2023,1,0,0,0,1,0,0,1,0,1,0,0,1,29
4065,2024,1,0,0,0,1,0,0,1,0,1,0,0,1,120.8
4066,2025,1,0,0,0,1,0,0,1,0,1,0,0,1,120.8
4067,2018,0,0,0,1,0,0,0,1,0,1,0,0,1,1.3
4068,2019,0,0,0,1,0,0,0,1,0,1,0,0,1,1.3
4069,2020,0,0,0,1,0,0,0,1,0,1,0,0,1,2.7
4070,2021,0,0,0,1,0,0,0,1,0,1,0,0,1,2.7
4071,2022,0,0,0,1,0,0,0,1,0,1,0,0,1,2.7
4072,2023,0,0,0,1,0,0,0,1,0,1,0,0,1,2.7
4073,2024,0,0,0,1,0,0,0,1,0,1,0,0,1,14.5
4074,2025,0,0,0,1,0,0,0,1,0,1,0,0,1,14.5
4075,2018,0,1,0,1,0,0,0,1,0,1,0,0,1,24
4076,2019,0,1,0,1,0,0,0,1,0,1,0,0,1,24
4077,2020,0,1,0,1,0,0,0,1,0,1,0,0,1,31.9
4078,2021,0,1,0,1,0,0,0,1,0,1,0,0,1,32.9
4079,2022,0,1,0,1,0,0,0,1,0,1,0,0,1,33.6
4080,2023,0,1,0,1,0,0,0,1,0,1,0,0,1,32.2
4081,2024,0,1,0,1,0,0,0,1,0,1,0,0,1,18
4082,2025,0,1,0,1,0,0,0,1,0,1,0,0,1,18
4083,2018,1,0,0,1,0,0,0,1,0,1,0,0,1,3.1
4084,2019,1,0,0,1,0,0,0,1,0,1,0,0,1,3.1
4085,2020,1,0,0,1,0,0,0,1,0,1,0,0,1,5.4
4086,2021,1,0,0,1,0,0,0,1,0,1,0,0,1,6.7
4087,2023,1,0,0,1,0,0,0,1,0,1,0,0,1,10.2
4088,2024,1,0,0,1,0,0,0,1,0,1,0,0,1,11.4
4089,2025,1,0,0,1,0,0,0,1,0,1,0,0,1,11.4
4090,2018,0,0,0,1,1,0,0,1,0,1,0,0,1,3.3
4091,2019,0,0,0,1,1,0,0,1,0,1,0,0,1,3.3
4092,2020,0,0,0,1,1,0,0,1,0,1,0,0,1,4.4
4093,2021,0,0,0,1,1,0,0,1,0,1,0,0,1,4.4
4094,2022,0,0,0,1,1,0,0,1,0,1,0,0,1,3
4095,2024,0,0,0,1,1,0,0,1,0,1,0,0,1,19.5
4096,2025,0,0,0,1,1,0,0,1,0,1,0,0,1,19.5
4097,2018,0,1,0,1,1,0,0,1,0,1,0,0,1,40.7
